model_feature_order,gene_symbol,max_abs_scale,elastic_net_coefficient,centroid_B_CONV,centroid_B_ASC
423,EPSTI1,3.8758879,-3.0440683,0.26168725,0.38270348
424,TSC22D1,2.97665,1.7189277,0.050486863,0.037188143
425,ZC3H13,3.3529243,-0.39149147,0.21138059,0.2988218
426,RB1,3.3676822,-0.67605084,0.24035624,0.21015838
427,PCDH9,3.3840523,-1.0548916,0.14218453,0.0130544575
428,GPR18,3.031286,-0.403168,0.10754586,0.018278467
429,GPR183,3.9191642,1.2071276,0.461096,0.24483812
430,LIG4,2.9352024,-0.44250187,0.022426024,0.018029612
431,IRS2,3.088421,0.4088363,0.06815749,0.03156493
432,ATP11A,2.7707157,0.5069373,0.023182215,0.04260881
433,RNASE6,3.933461,2.149931,0.23132251,0.66079104
434,IRF9,3.4476345,-0.4266287,0.18551265,0.19842856
435,COCH,3.2859845,-0.24734801,0.052595783,0.120905936
436,AKAP6,2.4931045,0.11438298,0.008210528,0.0
437,NFKBIA,4.1541204,-0.11128786,1.0055676,0.76270413
438,PSMC6,3.7077363,0.42989302,0.25622407,0.3523429
439,ARID4A,3.1720836,0.35887328,0.1892814,0.20394926
440,SYNE2,3.517954,-0.43331537,0.14362532,0.26248652
441,ZFP36L1,4.0723085,1.3820888,0.5935219,0.31046864
442,SIPA1L1,3.3344734,0.23841162,0.08531312,0.055168934
443,DPF3,2.7417293,0.63240594,0.023106014,0.028413935
444,MLH3,2.8347204,-2.9651172,0.05986603,0.049803335
445,TRIP11,2.9885097,-0.48671937,0.097750455,0.15973932
446,SNHG10,3.0256717,0.478983,0.04206676,0.04954416
447,TCL1B,3.5677075,0.43680903,0.03713201,0.008801499
448,TCL1A,4.4172893,0.37913358,0.9707436,0.13114573
449,PLD4,3.1942475,-2.4438295,0.13241723,0.030836774
450,CRIP1,5.5121207,-2.4058037,0.43401852,1.2641125
451,PGBD4,2.6694365,-0.99715483,0.023107817,0.014655644
452,MFAP1,3.3253832,0.46442676,0.037296176,0.08071177
453,B2M,7.209727,-1.229516,4.658089,5.1538806
454,SLC30A4,2.8347204,-0.3895054,0.021449482,0.0122344475
455,GNB5,2.978419,-0.032954667,0.11311547,0.06589
456,LINC00926,3.8489087,-1.9809142,0.75206155,0.10667659
457,SNX22,3.0053785,-0.12734406,0.18625584,0.05042442
458,PPIB,4.7486734,3.4208307,0.45406923,3.0101826
459,CORO2B,2.7948995,-0.053821392,0.01048369,0.0009513437
460,RPLP1,5.6036654,-0.54008806,4.5198755,4.567411
461,UACA,2.7019117,0.3927095,0.017529532,0.002517404
462,NEIL1,3.3112755,0.3434796,0.110589445,0.046315968
463,SCAPER,3.0053785,-0.37240353,0.08465813,0.09522498
464,ISG20,4.3184752,2.0947547,1.0987756,2.5154636
465,CIB1,4.0009136,0.53542024,0.5233413,0.52496624
466,MCTP2,3.579154,0.3715232,0.059811648,0.067487374
467,ARRDC4,2.6864786,0.45620376,0.015209901,0.004321101
468,SOCS1,2.9926975,-0.6304777,0.07008295,0.03817602
469,TNFRSF17,4.1431203,20.452356,0.028735375,1.9577883
470,SNX29,3.0492969,1.7559413,0.196602,0.14799294
471,COQ7,3.286781,1.8005518,0.15921523,0.08261733
472,SYT17,2.9488075,-1.0863562,0.027851485,0.0
473,KNOP1,3.1345382,-1.7345592,0.065417886,0.094474725
474,THUMPD1,3.6604488,2.4810784,0.18104534,0.17536055
475,SDR42E2,3.4091578,-0.48932284,0.05211223,0.038139753
476,NSMCE1,3.2066689,0.14900975,0.1633523,0.20074457
477,IL4R,3.6896794,0.62250483,0.41576478,0.059554037
478,IL21R,2.9713638,0.08193556,0.01783168,0.020486854
479,MT2A,3.7250698,-0.3243797,0.15803793,0.4230387
480,HERPUD1,4.765461,1.0452565,0.65865636,1.3944281
481,DPEP2,3.296126,0.5569734,0.10746522,0.04988763
482,CMTR2,3.038826,-1.4470215,0.059322253,0.0517323
483,CFDP1,3.4119895,0.49807498,0.14831845,0.18878938
484,WWOX,2.7920196,0.267088,0.024963379,0.07130301
485,C16ORF74,3.2677622,0.48206544,0.21081255,0.37216762
486,ANKRD11,3.6622958,-1.4220474,0.25533164,0.26856184
487,DBNDD1,2.80214,0.4528704,0.018531848,0.00669007
488,P2RX1,2.7014794,2.3027143,0.028585047,0.06356391
489,CYB5D2,3.694257,0.2522931,0.042569265,0.07713206
490,SCIMP,3.331867,0.88033634,0.17111541,0.04038743
491,TMEM107,3.3357792,-0.6052662,0.112771355,0.18885621
492,ADPRM,3.088421,-2.371632,0.091830134,0.03622788
493,TMEM220,2.925132,0.054217543,0.014360596,0.007430627
494,SMCR5,2.9385843,-0.06035314,0.014483316,0.010149059
495,SNORD3B-1,3.0531344,-0.37687865,0.017146537,0.036576726
496,SNORD3A,3.6622958,-0.09248754,0.05926104,0.10365844
497,EFCAB5,2.6613483,2.3236494,0.0053218063,0.004894062
498,NSRP1,3.3640828,1.5288745,0.20221436,0.2564512
499,ATAD5,2.994498,0.31657866,0.023622451,0.07980602
500,CDK12,4.3295007,0.5521218,0.1526635,0.23174192
501,IGFBP4,3.166625,0.19951922,0.0290846,0.0029345315
502,CCR7,3.5657017,-0.29895765,0.2709657,0.09064803
503,HCRT,3.031286,-0.4908083,0.0064093536,0.01400782
504,ATP6V0A1,3.0894213,-1.8216048,0.05957756,0.09425878
505,LINC00910,3.1990051,0.077718884,0.048895795,0.063622035
506,EFCAB13,2.8302066,-0.3171356,0.042068884,0.01227928
507,SKAP1,3.2135155,0.67664605,0.109625824,0.093614265
508,HOXB2,3.3100035,0.68146205,0.017714761,0.017085068
509,SCPEP1,3.570724,-0.21408804,0.23778138,0.26201886
510,CD79B,4.0361333,1.352123,1.6340896,0.938942
511,BPTF,3.4035203,0.12937099,0.26999512,0.29337865
512,SDK2,2.931833,0.13880707,0.013285157,0.0012224051
513,PRCD,3.0300353,2.6768582,0.03696169,0.014510485
514,ACTG1,4.619912,0.105918504,0.91185427,1.9931765
515,CCDC137,3.4826465,-0.5241004,0.08109303,0.073584944
516,L3MBTL4,3.705799,0.07067866,0.020435097,0.0055357697
517,CHMP1B,3.69681,-1.4773062,0.3775883,0.21576051
518,LDLRAD4,2.965235,0.44152486,0.052901566,0.035301294
519,CABYR,3.031286,0.025046526,0.002921777,0.0008462162
520,KLHL14,2.9731224,1.3325083,0.033521775,0.11169511
521,SEC11C,4.229319,8.540659,0.18309596,2.3357737
522,LMAN1,3.3053546,6.7962456,0.09771845,1.367551
523,PMAIP1,4.798571,1.2540146,0.4754676,0.30642632
524,RNF24,2.4779685,1.0750147,0.012141143,0.010068872
525,ESF1,3.1366427,0.5476825,0.1822522,0.13758992
526,MACROD2,3.2758946,-0.40424228,0.14153555,0.034664806
527,RRBP1,3.8933887,7.337126,0.056375302,0.85163194
528,ID1,3.5312748,0.29604113,0.020109,0.029744456
529,ZHX3,2.398805,-0.5302456,0.009597065,0.011986271
530,PKIG,3.4934096,-1.4348955,0.31065726,0.059470788
531,ZMYND8,3.4320538,-1.0749949,0.11874772,0.12966968
532,SULF2,3.269383,0.42719752,0.16367283,0.2787336
533,KCNG1,2.8530085,-0.80930376,0.028972944,0.00073897006
534,RBM38,3.6278026,0.93188715,0.13732687,0.09737934
535,TUBB1,3.2255044,-1.2155802,0.041982487,0.053056527
536,STMN3,3.003556,2.1641617,0.09326665,0.067736216
537,LINGO3,2.9981103,0.2439227,0.007578961,0.0
538,GADD45B,3.7692432,-1.0920701,0.36051273,0.31471056
539,TBXA2R,2.9259667,0.20331986,0.01362715,0.0023361437
540,SH2D3A,2.8438175,-1.6129148,0.047569595,0.047945574
541,FCER2,3.477767,1.5077003,0.51183456,0.1455619
542,ZNF441,2.6980278,-0.8138279,0.023490427,0.00863502
543,ZNF439,3.2605035,-0.392443,0.06938763,0.023935089
544,ZNF791,3.4934096,-0.55409193,0.14150038,0.16818298
545,CALR,4.267457,5.436596,0.36499223,1.7701753
546,NFIX,3.11994,0.48899066,0.011052008,0.0018718939
547,KLF2,3.951636,-1.0450612,0.78786296,0.5547652
548,ZNF101,3.038826,-0.4659435,0.0851825,0.07919434
549,LINC00662,3.0492969,1.5702773,0.062009174,0.041273765
550,ZNF302,2.9926975,-1.5595043,0.08677769,0.07270674
551,CD22,3.570724,-0.47836962,0.53318495,0.075293094
552,NFKBID,3.488782,-0.18640797,0.25697088,0.045354158
553,HCST,3.4570093,0.567464,0.25258642,1.0727267
554,ZNF566,3.031286,-0.22660916,0.027551843,0.016000157
555,ZNF793,2.9909003,-0.69421804,0.018971756,0.012265948
556,ZNF781,2.7877176,-1.0024874,0.013410393,0.002570726
557,SIPA1L3,3.1550875,-0.72420496,0.05757442,0.045461368
558,PPP1R14A,3.787381,-2.942267,0.22478397,0.19075036
559,ZFP36,4.168628,0.378899,0.7483682,0.6001453
560,CNFN,3.10659,0.47950703,0.09729309,0.012587764
561,GNG8,2.5832353,0.0008107438,0.006849081,0.0035781614
562,EMP3,4.3226604,-0.8997494,1.0515666,1.6485333
563,CA11,3.1366427,-0.18458933,0.045080423,0.025512455
564,PPP1R15A,3.9860196,-0.7009687,0.7007659,0.42577443
565,KLK1,3.1042142,-1.3484485,0.042046603,0.011807369
566,NKG7,3.5315433,0.8189147,0.31723326,0.5797987
567,ZNF614,2.8968742,-0.77428764,0.010384409,0.013025993
568,ZNF528,2.772823,0.3256243,0.01886898,0.004741451
569,ZNF665,2.6202278,0.26257014,0.011126667,0.0039620763
570,ZNF677,2.8182807,-0.21926098,0.04709388,0.013401042
571,ZNF331,3.5802836,-1.6923628,0.19307095,0.06108055
572,MYADM,3.5264575,0.38069534,0.13353188,0.19182539
573,LAIR1,3.353368,-0.46089703,0.07886144,0.046636257
574,SYT5,2.5608974,0.88237625,0.023003431,0.0029581618
575,ZNF583,2.9020646,-0.14720342,0.01611752,0.014933558
576,ZNF667,3.0445225,-0.070727386,0.016287467,0.00113691
577,ZNF667-AS1,2.8530085,-1.4780638,0.05086901,0.005920213
578,ZNF606,2.898817,0.25134122,0.016548919,0.017747492
579,ZNF135,2.5273862,0.51953,0.009242258,0.0006016297
580,ZSCAN18,2.758868,-2.8410454,0.07124682,0.017264323
581,ZNF274,3.4720051,0.22780836,0.12812388,0.05489791
582,MICAL3,3.1164985,1.5700384,0.08954948,0.04925635
583,SDF2L1,3.5769339,8.402596,0.07985711,1.6016359
584,IGLL5,8.67083,8.479842,1.0010078,3.5477617
585,VPREB3,4.0942955,0.71922946,0.86319333,0.16247766
586,DERL3,4.4018135,12.0712,0.065882914,1.5088562
587,XBP1,4.0723085,8.461626,0.124706365,1.9325427
588,PIK3IP1,3.66972,0.52088773,0.28865734,0.12862498
589,YWHAH,3.4310884,-0.07940706,0.18396963,0.32976803
590,SYN3,2.3240128,0.0106725,0.0016954262,0.0
591,LGALS1,4.9032855,1.7509863,0.4504548,2.1435995
592,APOBEC3C,3.777315,-0.33935744,0.22962835,0.62366676
593,CENPM,2.997206,0.49280563,0.04619657,0.17289014
594,WBP2NL,2.6369243,-0.18580024,0.0124121355,0.0143021075
595,NRIP1,3.0256717,0.7291289,0.06273168,0.029024288
596,JAM2,2.611999,0.34529907,0.0050093457,0.0013140569
597,MAP3K7CL,3.5971055,-0.15857358,0.094177864,0.0678336
598,ICOSLG,3.4872441,0.46621314,0.10188977,0.038525492
599,AIRE,2.8197627,0.49815512,0.005806198,0.013428768
600,ADARB1,3.0341063,0.586233,0.069374055,0.027629096
