gene_index,gene_id,feature_name,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg
ENSG00000106211,ENSG00000106211,HSPB1,13907,True,0.6395095534335303,2.7808989036865106,8.563335,88,True,False,False,False,False,False,False,False
ENSG00000132465,ENSG00000132465,JCHAIN,37199,True,1.851717925428222,5.131461172009381,5.864422,88,True,False,False,False,False,False,False,False
ENSG00000234184,ENSG00000234184,LINC01781,20166,True,0.9497630555100869,2.5006791437490383,5.2919,88,True,False,False,False,False,False,False,False
ENSG00000117318,ENSG00000117318,ID3,7779,True,0.35148405866041066,2.333529435616654,5.203765,88,True,False,False,False,False,False,False,False
ENSG00000066923,ENSG00000066923,STAG3,9200,True,0.4281855775902739,2.2114812741582517,4.7551937,88,True,False,False,False,False,False,False,False
ENSG00000254709,ENSG00000254709,IGLL5,47017,True,2.4780191404295895,5.586206525970131,3.9016366,88,True,False,False,False,False,False,False,False
ENSG00000116741,ENSG00000116741,RGS2,28708,True,1.08186198040771,2.401998479501684,3.7670982,88,True,False,False,False,False,False,False,False
ENSG00000100097,ENSG00000100097,LGALS1,28712,True,0.9910637244479145,2.22917596666246,3.1411347,88,True,False,False,False,False,False,False,False
ENSG00000273338,ENSG00000273338,ENSG00000273338,19035,True,0.75665971557182,2.122681968123715,2.9896758,88,True,False,False,False,False,False,False,False
ENSG00000257275,ENSG00000257275,ENSG00000257275,8009,True,0.36692102724281583,2.084246777166611,2.9571047,88,True,False,False,False,False,False,False,False
ENSG00000137959,ENSG00000137959,IFI44L,23160,True,0.866470368977298,2.1694720109033234,2.8161728,88,True,False,False,False,False,False,False,True
ENSG00000100721,ENSG00000100721,TCL1A,49423,True,1.7151380120288473,2.452590214547027,2.6876688,88,True,False,False,False,False,False,False,False
ENSG00000184897,ENSG00000184897,H1-10,15090,True,0.5783448492062042,2.0077188530910557,2.6770306,88,True,False,False,False,False,False,False,False
ENSG00000077238,ENSG00000077238,IL4R,25020,True,0.9102507408743462,2.1325281794164406,2.6334074,88,True,False,False,False,False,False,False,False
ENSG00000224137,ENSG00000224137,LINC01857,14073,True,0.5218688242783261,1.964017997486277,2.2195024,88,True,False,False,False,False,False,False,False
ENSG00000110848,ENSG00000110848,CD69,63198,True,1.9870488222934548,2.582446851417677,2.1837487,88,True,False,False,False,False,False,False,False
ENSG00000099860,ENSG00000099860,GADD45B,23447,True,0.7863973691991408,2.044619281565617,2.1709855,88,True,False,False,False,False,False,False,False
ENSG00000163736,ENSG00000163736,PPBP,12351,True,0.4813889877629261,1.9562431080643565,2.0285637,88,True,False,False,False,False,False,False,False
ENSG00000205542,ENSG00000205542,TMSB4X,120300,True,4.689843915419603,2.9550734615514873,2.0137475,88,True,False,False,False,False,False,False,False
ENSG00000184226,ENSG00000184226,PCDH9,8829,True,0.3677176152550235,1.969332001943561,1.9674861,88,True,False,False,False,False,False,False,False
ENSG00000213231,ENSG00000213231,TCL1B,2145,True,0.11486341657365876,2.1393201477441743,1.9569314,88,True,False,False,False,False,False,False,False
ENSG00000112137,ENSG00000112137,PHACTR1,19889,True,0.7151586108930974,1.9796242339962746,1.9206991,88,True,False,False,False,False,False,False,False
ENSG00000141682,ENSG00000141682,PMAIP1,29813,True,0.9909751611827993,2.03401089407993,1.8769746,88,True,False,False,False,False,False,False,False
ENSG00000170606,ENSG00000170606,HSPA4,15328,True,0.5619887482600266,1.9307720825102848,1.8308673,88,True,False,False,False,False,False,False,False
ENSG00000126353,ENSG00000126353,CCR7,17331,True,0.6202567842736945,1.9451989776764074,1.7994735,88,True,False,False,False,False,False,False,False
ENSG00000112149,ENSG00000112149,CD83,25262,True,0.836093662146324,1.9933935357004258,1.7766235,88,True,False,False,False,False,False,False,False
ENSG00000034510,ENSG00000034510,TMSB10,119832,True,4.0184826711160895,2.523739213265237,1.7582562,88,True,False,False,False,False,False,False,False
ENSG00000113387,ENSG00000113387,SUB1,57799,True,1.6145953554677364,2.233110454754915,1.7175466,88,True,False,False,False,False,False,False,False
ENSG00000172264,ENSG00000172264,MACROD2,9201,True,0.3684584930387367,1.946478811880301,1.6958003,88,True,False,False,False,False,False,False,False
ENSG00000147535,ENSG00000147535,PLPP5,34407,True,1.115306282368379,2.0295584152668926,1.6933644,88,True,False,False,False,False,False,False,False
ENSG00000198502,ENSG00000198502,HLA-DRB5,54455,True,1.6172669156896433,2.2019835031421446,1.6749007,88,True,False,False,False,False,False,False,False
ENSG00000128218,ENSG00000128218,VPREB3,48969,True,1.4760040319433292,2.1020552801624315,1.5364012,88,True,False,False,False,False,False,False,False
