gene_index,gene_id,feature_name,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg
ENSG00000106211,ENSG00000106211,HSPB1,13931,True,0.6385402949008174,2.7993771455626324,8.745342,88,True,False,False,False,False,False,False,False
ENSG00000132465,ENSG00000132465,JCHAIN,37114,True,1.855476962142694,5.11052718902707,6.0018144,88,True,False,False,False,False,False,False,False
ENSG00000234184,ENSG00000234184,LINC01781,20219,True,0.9527223405586832,2.5002525238772595,5.2335978,88,True,False,False,False,False,False,False,False
ENSG00000066923,ENSG00000066923,STAG3,9197,True,0.4302825173322952,2.2284285125099093,5.108995,88,True,False,False,False,False,False,False,False
ENSG00000254709,ENSG00000254709,IGLL5,46974,True,2.47558843903993,5.636498340815881,3.906709,88,True,False,False,False,False,False,False,False
ENSG00000100097,ENSG00000100097,LGALS1,28644,True,0.988981728340219,2.237506378730346,3.2033536,88,True,False,False,False,False,False,False,False
ENSG00000273338,ENSG00000273338,ENSG00000273338,19080,True,0.7559750113391345,2.122429974527945,3.0266097,88,True,False,False,False,False,False,False,False
ENSG00000257275,ENSG00000257275,ENSG00000257275,7969,True,0.36699560257274494,2.0812684367124685,2.9184418,88,True,False,False,False,False,False,False,False
ENSG00000137959,ENSG00000137959,IFI44L,23134,True,0.8625050772020603,2.1622920600274536,2.7274168,88,True,False,False,False,False,False,False,True
ENSG00000077238,ENSG00000077238,IL4R,25125,True,0.9144849273750398,2.1346591495057154,2.626089,88,True,False,False,False,False,False,False,False
ENSG00000100721,ENSG00000100721,TCL1A,49275,True,1.708384826757843,2.448411394894703,2.577555,88,True,False,False,False,False,False,False,False
ENSG00000184897,ENSG00000184897,H1-10,15078,True,0.5751150277321235,2.002289905347287,2.5470178,88,True,False,False,False,False,False,False,False
ENSG00000060138,ENSG00000060138,YBX3,23508,True,0.8575216090092933,2.0746898582741164,2.3306744,88,True,False,False,False,False,False,False,False
ENSG00000099860,ENSG00000099860,GADD45B,23407,True,0.7884319157701788,2.0540628951045563,2.224469,88,True,False,False,False,False,False,False,False
ENSG00000163736,ENSG00000163736,PPBP,12289,True,0.4812946652000244,1.9629699421709779,2.0907238,88,True,False,False,False,False,False,False,False
ENSG00000170606,ENSG00000170606,HSPA4,15247,True,0.5631939462482987,1.9485734361305993,2.0203235,88,True,False,False,False,False,False,False,False
ENSG00000213231,ENSG00000213231,TCL1B,2166,True,0.11458025237295205,2.1291863156054847,1.9882606,88,True,False,False,False,False,False,False,False
ENSG00000205542,ENSG00000205542,TMSB4X,120300,True,4.688459075857261,2.9468443634212105,1.9773217,88,True,False,False,False,False,False,False,False
ENSG00000184226,ENSG00000184226,PCDH9,8773,True,0.36490536596444945,1.9650523639305228,1.9028226,88,True,False,False,False,False,False,False,False
ENSG00000112137,ENSG00000112137,PHACTR1,19899,True,0.7148694793748027,1.98019469637743,1.8895968,88,True,False,False,False,False,False,False,False
ENSG00000141682,ENSG00000141682,PMAIP1,29688,True,0.9849457356610581,2.0319721562867588,1.8472255,88,True,False,False,False,False,False,False,False
ENSG00000126353,ENSG00000126353,CCR7,17301,True,0.6202690917121836,1.9465965242015977,1.8079414,88,True,False,False,False,False,False,False,False
ENSG00000034510,ENSG00000034510,TMSB10,119836,True,4.018197317401197,2.52753558264217,1.7827041,88,True,False,False,False,False,False,False,False
ENSG00000147535,ENSG00000147535,PLPP5,34316,True,1.1151896807486468,2.0286432676018964,1.676123,88,True,False,False,False,False,False,False,False
ENSG00000172264,ENSG00000172264,MACROD2,9286,True,0.37068128112297105,1.9365045911724827,1.6189203,88,True,False,False,False,False,False,False,False
ENSG00000112182,ENSG00000112182,BACH2,11871,True,0.4492032196510736,1.8956106726199666,1.5067586,88,True,False,False,False,False,False,False,False
ENSG00000128218,ENSG00000128218,VPREB3,48975,True,1.4750234382347942,2.0931381653429124,1.4931313,88,True,False,False,False,False,False,False,False
ENSG00000080546,ENSG00000080546,SESN1,5765,True,0.23628914239807564,1.9568940739340996,1.4837085,88,True,False,False,False,False,False,False,False
ENSG00000140398,ENSG00000140398,NEIL1,7112,True,0.2803290544500182,1.924205708168681,1.4227567,88,True,False,False,False,False,False,False,False
