replicate,branch,resolution,reference_state,reference_cells,mapped_cells,jaccard,recall
10,harmony,0.4,B_CONV,119296,119284,0.9993798553554518,0.9996395520386266
10,harmony,0.4,B_ASC,1024,1036,0.9306466729147141,0.9697265625
10,harmony,0.6,B_CONV,119296,119277,0.9993714592202743,0.9996060219957081
10,harmony,0.6,B_ASC,1024,1043,0.9299719887955182,0.97265625
10,harmony,0.8,B_CONV,119296,119256,0.9992289770536866,0.9994467542918455
10,harmony,0.8,B_ASC,1024,1064,0.9155963302752294,0.974609375
10,unintegrated,0.4,B_CONV,119296,119400,0.9990452661111344,0.999958087446352
10,unintegrated,0.4,B_ASC,1024,920,0.8892128279883382,0.8935546875
10,unintegrated,0.6,B_CONV,119296,119385,0.9990200922955804,0.9998826448497854
10,unintegrated,0.6,B_ASC,1024,935,0.8872832369942196,0.8994140625
10,unintegrated,0.8,B_CONV,119296,119398,0.999045258115306,0.9999497049356223
10,unintegrated,0.8,B_ASC,1024,922,0.8893203883495145,0.89453125
