gene_index,gene_id,feature_name,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg
ENSG00000170476,ENSG00000170476,MZB1,17281,True,0.7380635379475714,2.913833613537565,9.180059,88,True,False,False,False,False,False,False,False
ENSG00000132465,ENSG00000132465,JCHAIN,37086,True,1.8671114087460565,5.141501326644377,5.9130373,88,True,False,False,False,False,False,False,False
ENSG00000234184,ENSG00000234184,LINC01781,20252,True,0.9521936235142334,2.49368474020389,5.1789713,88,True,False,False,False,False,False,False,False
ENSG00000066923,ENSG00000066923,STAG3,9131,True,0.42455807777952825,2.2098852617023783,4.8390727,88,True,False,False,False,False,False,False,False
ENSG00000117318,ENSG00000117318,ID3,7750,True,0.34906096015126203,2.3119689576996585,4.7917333,88,True,False,False,False,False,False,False,False
ENSG00000254709,ENSG00000254709,IGLL5,47030,True,2.4818493688912784,5.595604722637142,3.9034204,88,True,False,False,False,False,False,False,False
ENSG00000116741,ENSG00000116741,RGS2,28628,True,1.0789333141921007,2.3952167514551346,3.830106,88,True,False,False,False,False,False,False,False
ENSG00000100097,ENSG00000100097,LGALS1,28684,True,0.989961679331845,2.2326789729550103,3.202727,88,True,False,False,False,False,False,False,False
ENSG00000273338,ENSG00000273338,ENSG00000273338,18899,True,0.7526851561848056,2.127300781504635,3.0936544,88,True,False,False,False,False,False,False,False
ENSG00000257275,ENSG00000257275,ENSG00000257275,7959,True,0.363824407004849,2.0733695321882077,2.8302622,88,True,False,False,False,False,False,False,False
ENSG00000143443,ENSG00000143443,C1orf56,16421,True,0.6510452876134537,2.0422421478058563,2.7474675,88,True,False,False,False,False,False,False,False
ENSG00000100721,ENSG00000100721,TCL1A,49326,True,1.7113368567292746,2.450390276244495,2.6364343,88,True,False,False,False,False,False,False,False
ENSG00000077238,ENSG00000077238,IL4R,24962,True,0.910338499253978,2.1357166102348635,2.6043742,88,True,False,False,False,False,False,False,False
ENSG00000184897,ENSG00000184897,H1-10,15028,True,0.5757751746689105,2.0000291519901237,2.5344126,88,True,False,False,False,False,False,False,False
ENSG00000060138,ENSG00000060138,YBX3,23557,True,0.8598496696587674,2.0747737782721347,2.364241,88,True,False,False,False,False,False,False,False
ENSG00000110848,ENSG00000110848,CD69,63110,True,1.984000050793012,2.5786122753059004,2.2807577,88,True,False,False,False,False,False,False,False
ENSG00000205542,ENSG00000205542,TMSB4X,120302,True,4.688224629876443,2.945985309290741,1.9658011,88,True,False,False,False,False,False,False,False
ENSG00000112137,ENSG00000112137,PHACTR1,19888,True,0.7144540594565517,1.984418816977982,1.9603733,88,True,False,False,False,False,False,False,False
ENSG00000170606,ENSG00000170606,HSPA4,15306,True,0.5609526614066623,1.9389643428412646,1.9175657,88,True,False,False,False,False,False,False,False
ENSG00000184226,ENSG00000184226,PCDH9,8779,True,0.3646009393933689,1.96076372210551,1.907909,88,True,False,False,False,False,False,False,False
ENSG00000141682,ENSG00000141682,PMAIP1,29870,True,0.9890583799930219,2.030007583541545,1.8667908,88,True,False,False,False,False,False,False,False
ENSG00000213231,ENSG00000213231,TCL1B,2187,True,0.11533099844263249,2.112027826865968,1.8507929,88,True,False,False,False,False,False,False,False
ENSG00000113387,ENSG00000113387,SUB1,57636,True,1.6147990591673904,2.2405749912351483,1.8330377,88,True,False,False,False,False,False,False,False
ENSG00000034510,ENSG00000034510,TMSB10,119841,True,4.019427112812909,2.527360327414431,1.8079494,88,True,False,False,False,False,False,False,False
ENSG00000126353,ENSG00000126353,CCR7,17323,True,0.6170247383585323,1.9393625446524416,1.7317214,88,True,False,False,False,False,False,False,False
ENSG00000130844,ENSG00000130844,ZNF331,13126,True,0.48634281190413503,1.9397968943560742,1.7030156,88,True,False,False,False,False,False,False,False
ENSG00000198502,ENSG00000198502,HLA-DRB5,54408,True,1.6168998630176903,2.2068096922383895,1.7017676,88,True,False,False,False,False,False,False,False
ENSG00000147535,ENSG00000147535,PLPP5,34451,True,1.1169883939270497,2.0310260523075816,1.680416,88,True,False,False,False,False,False,False,False
ENSG00000172264,ENSG00000172264,MACROD2,9220,True,0.3701719087773588,1.9451626667344508,1.6788865,88,True,False,False,False,False,False,False,False
ENSG00000104921,ENSG00000104921,FCER2,31389,True,1.0144795239105056,1.989976046734651,1.4855504,88,True,False,False,False,False,False,False,False
ENSG00000080546,ENSG00000080546,SESN1,5737,True,0.2350439666215003,1.9546285863602384,1.4713672,88,True,False,False,False,False,False,False,False
ENSG00000128218,ENSG00000128218,VPREB3,49226,True,1.480004621118296,2.0915794539830226,1.459297,88,True,False,False,False,False,False,False,False
ENSG00000010278,ENSG00000010278,CD9,4576,True,0.20860641778018063,1.9888973300010213,1.4159062,88,True,False,False,False,False,False,False,False
