policy,reference_state,median_jaccard,minimum_jaccard,median_recall,minimum_recall
two_compartment_asc_vs_conventional,0,0.9999245510788719,0.9998323301084824,0.9999580786611884,0.9998994056550787
two_compartment_asc_vs_conventional,3,0.9913709736725989,0.9810964083175804,0.9971125414082127,0.9866920152091255
