gene_index,gene_id,feature_name,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg
ENSG00000106211,ENSG00000106211,HSPB1,14038,True,0.6424050662648526,2.7925442435688437,8.754787,88,True,False,False,False,False,False,False,False
ENSG00000132465,ENSG00000132465,JCHAIN,37113,True,1.8717515250899133,5.204894542709679,5.9019,88,True,False,False,False,False,False,False,False
ENSG00000234184,ENSG00000234184,LINC01781,20183,True,0.9480166435523149,2.482446542248646,5.060248,88,True,False,False,False,False,False,False,False
ENSG00000066923,ENSG00000066923,STAG3,9261,True,0.4307057869314735,2.2212992024982197,4.9438243,88,True,False,False,False,False,False,False,False
ENSG00000117318,ENSG00000117318,ID3,7755,True,0.34742075939669187,2.3147877705133735,4.819065,88,True,False,False,False,False,False,False,False
ENSG00000254709,ENSG00000254709,IGLL5,46974,True,2.488081458912846,5.63775552710279,3.8981862,88,True,False,False,False,False,False,False,False
ENSG00000116741,ENSG00000116741,RGS2,28692,True,1.0788207580464588,2.4040744732746866,3.8406467,88,True,False,False,False,False,False,False,False
ENSG00000100097,ENSG00000100097,LGALS1,28760,True,0.9916553226607772,2.229930709875344,3.1286247,88,True,False,False,False,False,False,False,False
ENSG00000273338,ENSG00000273338,ENSG00000273338,19024,True,0.7581366528330794,2.131260855028333,3.0667052,88,True,False,False,False,False,False,False,False
ENSG00000257275,ENSG00000257275,ENSG00000257275,7976,True,0.36606310612197923,2.07804331217781,2.959943,88,True,False,False,False,False,False,False,False
ENSG00000143443,ENSG00000143443,C1orf56,16337,True,0.6500439413328881,2.043165516602923,2.7575684,88,True,False,False,False,False,False,False,False
ENSG00000137959,ENSG00000137959,IFI44L,23260,True,0.8678861166780102,2.1638889831622867,2.6946235,88,True,False,False,False,False,False,False,True
ENSG00000100721,ENSG00000100721,TCL1A,49232,True,1.7074241116220512,2.444282132467247,2.6931176,88,True,False,False,False,False,False,False,False
ENSG00000077238,ENSG00000077238,IL4R,25028,True,0.9108840448031827,2.136024453701721,2.5810814,88,True,False,False,False,False,False,False,False
ENSG00000184897,ENSG00000184897,H1-10,15031,True,0.5752030053742462,2.0039425888786657,2.5604753,88,True,False,False,False,False,False,False,False
ENSG00000060138,ENSG00000060138,YBX3,23637,True,0.8633204544460722,2.0712363957637954,2.3064642,88,True,False,False,False,False,False,False,False
ENSG00000099860,ENSG00000099860,GADD45B,23348,True,0.7876288218244967,2.055139200835923,2.2866857,88,True,False,False,False,False,False,False,False
ENSG00000224137,ENSG00000224137,LINC01857,13985,True,0.5181332057489642,1.9600934332270994,2.1724896,88,True,False,False,False,False,False,False,False
ENSG00000205542,ENSG00000205542,TMSB4X,120300,True,4.689095758115921,2.953913621667307,1.9919422,88,True,False,False,False,False,False,False,False
ENSG00000213231,ENSG00000213231,TCL1B,2213,True,0.117239677038152,2.136510920353882,1.9157629,88,True,False,False,False,False,False,False,False
ENSG00000184226,ENSG00000184226,PCDH9,8756,True,0.36247852889586896,1.9654344806313875,1.8938378,88,True,False,False,False,False,False,False,False
ENSG00000141682,ENSG00000141682,PMAIP1,29780,True,0.9893471708364299,2.0308471361921936,1.8237059,88,True,False,False,False,False,False,False,False
ENSG00000126353,ENSG00000126353,CCR7,17236,True,0.6193319249368974,1.9468377706191,1.7993978,88,True,False,False,False,False,False,False,False
ENSG00000034510,ENSG00000034510,TMSB10,119840,True,4.018339235485109,2.523939724958614,1.7754536,88,True,False,False,False,False,False,False,False
ENSG00000112149,ENSG00000112149,CD83,25255,True,0.835393973063941,1.9942360651336548,1.7443548,88,True,False,False,False,False,False,False,False
ENSG00000147535,ENSG00000147535,PLPP5,34443,True,1.1163483573131694,2.0319492916278032,1.7105176,88,True,False,False,False,False,False,False,False
ENSG00000128218,ENSG00000128218,VPREB3,49173,True,1.4796400339607911,2.0938735358467366,1.5318574,88,True,False,False,False,False,False,False,False
ENSG00000112182,ENSG00000112182,BACH2,11944,True,0.451702887585936,1.8987446179165988,1.5073342,88,True,False,False,False,False,False,False,False
ENSG00000080546,ENSG00000080546,SESN1,5797,True,0.2384345695458183,1.9594176263130938,1.4561652,88,True,False,False,False,False,False,False,False
ENSG00000104921,ENSG00000104921,FCER2,31323,True,1.0138211634483094,1.9882077845672315,1.4507387,88,True,False,False,False,False,False,False,False
ENSG00000010278,ENSG00000010278,CD9,4561,True,0.20715283777714275,1.9784843451447662,1.3277452,88,True,False,False,False,False,False,False,False
ENSG00000166710,ENSG00000166710,B2M,120306,True,4.731069122197052,2.712292430711914,1.2589138,88,True,False,False,False,False,False,False,False
ENSG00000142227,ENSG00000142227,EMP3,60049,True,1.6829777830091808,2.1678716525510633,1.2502552,88,True,False,False,False,False,False,False,False
ENSG00000163958,ENSG00000163958,ZDHHC19,2263,True,0.10671445656647839,1.9686765972972424,1.2201529,88,True,False,False,False,False,False,False,False
ENSG00000174469,ENSG00000174469,CNTNAP2,4531,True,0.19839051553797377,1.962318398633581,1.1730993,88,True,False,False,False,False,False,False,False
ENSG00000189057,ENSG00000189057,FAM111B,4060,True,0.17280211560805314,1.9500273406049984,1.1491952,88,True,False,False,False,False,False,False,False
ENSG00000204852,ENSG00000204852,TCTN1,4168,True,0.18427505308363196,1.9452820080810527,1.0956203,88,True,False,False,False,False,False,False,False
ENSG00000174944,ENSG00000174944,P2RY14,4475,True,0.19439840153022858,1.91139223948259,1.0101086,88,True,False,False,False,False,False,False,False
ENSG00000251562,ENSG00000251562,MALAT1,120319,True,6.575470575883714,4.046021495180404,1.0,88,True,False,False,False,False,False,False,False
ENSG00000250850,ENSG00000250850,ENSG00000250850,6117,True,0.2564376509379226,1.892748669478272,0.9791863,88,True,False,False,False,False,False,False,False
ENSG00000091972,ENSG00000091972,CD200,5804,True,0.24950022353686344,1.8955422811832063,0.9468675,88,True,False,False,False,False,False,False,False
ENSG00000197520,ENSG00000197520,FAM177B,4021,True,0.17690923109279177,1.9028755576886918,0.92416155,88,True,False,False,False,False,False,False,False
ENSG00000026559,ENSG00000026559,KCNG1,1820,True,0.08402783874982743,1.9012448289686725,0.9182088,88,True,False,False,False,False,False,False,False
ENSG00000204287,ENSG00000204287,HLA-DRA,119555,True,3.9684331377624744,2.2848426052193362,0.8759034,88,True,False,False,False,False,False,False,False
ENSG00000082293,ENSG00000082293,COL19A1,6622,True,0.26302015406488616,1.8565397686881004,0.8514114,88,True,False,False,False,False,False,False,False
ENSG00000141293,ENSG00000141293,SKAP1,7473,True,0.2863563154452253,1.8564713823295853,0.82598853,88,True,False,False,False,False,False,False,False
ENSG00000272501,ENSG00000272501,ENSG00000272501,7265,True,0.27814909816477634,1.8438766326551772,0.7730024,88,True,False,False,False,False,False,False,False
ENSG00000169762,ENSG00000169762,TAPT1,4344,True,0.17682703568185,1.853153043252876,0.7039223,88,True,False,False,False,False,False,False,False
ENSG00000005471,ENSG00000005471,ABCB4,5545,True,0.23056859858157583,1.8526127936006878,0.7000932,88,True,False,False,False,False,False,False,False
