replicate,resolution,reference_cluster,reference_cells,mapped_cells,jaccard,recall
3,0.6,0,43092,40248,0.7018930343686822,0.7976190476190477
3,0.6,1,38834,39691,0.899859672892674,0.9577432147087603
3,0.6,2,32859,38050,0.7117441158720579,0.8972884141331142
3,0.6,3,3374,0,0.0,0.0
3,0.6,4,1102,1260,0.6895565092989986,0.8747731397459165
3,0.6,5,1059,1071,0.9795539033457249,0.9952785646836638
3,0.8,0,41581,45422,0.685712624970937,0.8511339313628821
3,0.8,1,32093,33949,0.7093384408323843,0.85395569127224
3,0.8,2,22835,23234,0.7722936062168193,0.8791329100065689
3,0.8,3,17666,16629,0.7871287128712872,0.8550322653685045
3,0.8,4,3840,0,0.0,0.0
3,0.8,5,1235,0,0.0,0.0
3,0.8,6,1070,1086,0.9707495429616088,0.9925233644859813
4,0.4,0,76610,78179,0.941366076355792,0.9797284949745464
4,0.4,1,40145,40015,0.9223943594416999,0.9580769709801968
4,0.4,2,1518,0,0.0,0.0
4,0.4,3,1047,1060,0.9821260583254939,0.997134670487106
4,0.4,4,1000,1066,0.7390572390572391,0.878
4,0.6,0,42995,43610,0.6789120657568238,0.8145365740202349
4,0.6,1,38925,38003,0.8866462293071735,0.9287861271676301
4,0.6,2,32926,37635,0.7145599455702969,0.8931239749741845
4,0.6,3,3331,0,0.0,0.0
4,0.6,4,1092,0,0.0,0.0
4,0.6,5,1051,1072,0.97856477166822,0.9990485252140818
4,0.8,0,41522,46521,0.6686503800011372,0.8496700544289774
4,0.8,1,32106,34191,0.7008825491302786,0.8509001432754002
4,0.8,2,22866,5052,0.21615263983272348,0.21700341117816846
4,0.8,3,17730,32077,0.49709940184556195,0.9327693175408911
4,0.8,4,3808,0,0.0,0.0
4,0.8,5,1229,1374,0.6771907216494846,0.855166802278275
4,0.8,6,1059,1105,0.951307484220018,0.996222851746931
5,0.4,0,76715,79037,0.9327426600153873,0.9798083816724239
5,0.4,1,40105,39159,0.9088719776514786,0.9410297967834435
5,0.4,2,1491,0,0.0,0.0
5,0.4,3,1031,1046,0.9818702290076335,0.9980601357904947
5,0.4,4,978,1078,0.7133333333333334,0.8752556237218814
5,0.6,0,43071,42367,0.6868644988055046,0.8077128462306424
5,0.6,1,38872,38852,0.904813253602588,0.9497839061535295
5,0.6,2,32976,38049,0.7134689151045813,0.8968340611353712
5,0.6,3,3285,0,0.0,0.0
5,0.6,4,1079,0,0.0,0.0
5,0.6,5,1037,1052,0.9819734345351043,0.9980713596914176
5,0.8,0,41520,50066,0.7211854691699084,0.9242533718689788
