resolution,replicates,median_ari,minimum_ari,median_ami,median_mapping_agreement,minimum_mapping_agreement,minimum_cluster_median_jaccard,minimum_cluster_median_recall
0.4,20,0.6034349248406646,0.30484367472199314,0.6176648851888372,0.9542386968085106,0.7557014627659574,0.0,0.0
0.6,20,0.5586531089646711,0.45112635862162787,0.5572411984439711,0.8498545545212766,0.8152426861702128,0.0,0.0
0.8,20,0.4708032930428101,0.32809322683660036,0.5126389517258019,0.7499418218085107,0.6727726063829788,0.0,0.0
