"analysis_name","ensembl_id","gene_id","feature_name","is_mitochondrial","is_ribosomal","is_hemoglobin","is_immunoglobulin","tested_filterByExpr","logFC","logCPM","F","PValue","FDR"
"primary_base","ENSG00000229474","ENSG00000229474","PATL2",FALSE,FALSE,FALSE,FALSE,TRUE,0.531014780777453,4.28037500051537,18.7620324209163,3.40992828195921e-05,0.00211991879388281
"primary_base","ENSG00000059804","ENSG00000059804","SLC2A3",FALSE,FALSE,FALSE,FALSE,TRUE,-0.450681782682344,6.21647964673272,18.5856498104607,3.81267205272001e-05,0.00233737978343141
"primary_base","ENSG00000152061","ENSG00000152061","RABGAP1L",FALSE,FALSE,FALSE,FALSE,TRUE,0.483245002335907,5.23578427135214,18.4336847592637,3.96059091945915e-05,0.00239480113951954
"primary_base","ENSG00000034510","ENSG00000034510","TMSB10",FALSE,FALSE,FALSE,FALSE,TRUE,0.169598444019164,12.4696303357665,18.0813774586313,4.61745101281854e-05,0.0027542471311596
"primary_base","ENSG00000142227","ENSG00000142227","EMP3",FALSE,FALSE,FALSE,FALSE,TRUE,-0.324854753616078,9.22128829780953,17.7450314467031,5.51791699070033e-05,0.0032474780795935
"primary_base","ENSG00000010404","ENSG00000010404","IDS",FALSE,FALSE,FALSE,FALSE,TRUE,-0.369045699608614,5.74507750274181,17.6122120072884,5.70953547746873e-05,0.00324932959849994
"primary_base","ENSG00000117394","ENSG00000117394","SLC2A1",FALSE,FALSE,FALSE,FALSE,TRUE,-0.486411063597886,4.69252816312492,17.6013902337221,5.76196924908295e-05,0.00324932959849994
"primary_base","ENSG00000122643","ENSG00000122643","NT5C3A",FALSE,FALSE,FALSE,FALSE,TRUE,0.293194664900106,6.71082876638834,17.5835587015723,5.77519153094942e-05,0.00324932959849994
"primary_base","ENSG00000063046","ENSG00000063046","EIF4B",FALSE,FALSE,FALSE,FALSE,TRUE,-0.300783559978979,6.61913357540237,17.5681968636259,5.81551967108055e-05,0.00324932959849994
"primary_base","ENSG00000008282","ENSG00000008282","SYPL1",FALSE,FALSE,FALSE,FALSE,TRUE,-0.235210594589174,7.16131169709473,17.413691513378,6.23309297727691e-05,0.00340594615245498
"primary_base","ENSG00000170581","ENSG00000170581","STAT2",FALSE,FALSE,FALSE,FALSE,TRUE,0.522111848614959,4.2960998047457,17.4147280592245,6.25015039304154e-05,0.00340594615245498
"primary_base","ENSG00000136213","ENSG00000136213","CHST12",FALSE,FALSE,FALSE,FALSE,TRUE,0.508781760336844,4.43874546835534,17.3584849584621,6.41706535198635e-05,0.00345425932483753
"primary_base","ENSG00000272325","ENSG00000272325","NUDT3",FALSE,FALSE,FALSE,FALSE,TRUE,0.405055468052805,5.02106383418672,17.0406931522967,7.40760751221948e-05,0.00393941922396829
"primary_base","ENSG00000127920","ENSG00000127920","GNG11",FALSE,FALSE,FALSE,FALSE,TRUE,-0.632705180196631,4.91681055917687,17.0723853547843,7.76984082417294e-05,0.00406031597550359
"primary_base","ENSG00000156587","ENSG00000156587","UBE2L6",FALSE,FALSE,FALSE,FALSE,TRUE,0.482266707113689,6.02716457153363,17.036032773875,7.81891386311294e-05,0.00406031597550359
