gene_index,gene_id,feature_name,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg
ENSG00000132465,ENSG00000132465,JCHAIN,37148,True,1.868427251704144,5.205965349200405,5.9480343,88,True,False,False,False,False,False,False,False
ENSG00000234184,ENSG00000234184,LINC01781,20279,True,0.9507672869676821,2.4879922162665253,5.4285517,88,True,False,False,False,False,False,False,False
ENSG00000066923,ENSG00000066923,STAG3,9184,True,0.42815982004498726,2.217490997058072,4.9537625,88,True,False,False,False,False,False,False,False
ENSG00000254709,ENSG00000254709,IGLL5,46895,True,2.48935633729546,5.70446972526138,3.920294,88,True,False,False,False,False,False,False,False
ENSG00000116741,ENSG00000116741,RGS2,28734,True,1.0814813650320363,2.4089122886355403,3.8450162,88,True,False,False,False,False,False,False,False
ENSG00000273338,ENSG00000273338,ENSG00000273338,18884,True,0.7537411406811313,2.132547451681678,3.150726,88,True,False,False,False,False,False,False,False
ENSG00000100097,ENSG00000100097,LGALS1,28718,True,0.9950341612438213,2.234250623681078,3.1478915,88,True,False,False,False,False,False,False,False
ENSG00000257275,ENSG00000257275,ENSG00000257275,7972,True,0.36665975796360206,2.079618538566078,2.9292195,88,True,False,False,False,False,False,False,False
ENSG00000137959,ENSG00000137959,IFI44L,23145,True,0.863570129687017,2.159600127576715,2.679396,88,True,False,False,False,False,False,False,True
ENSG00000100721,ENSG00000100721,TCL1A,49202,True,1.7104255498176386,2.45167580308133,2.6583989,88,True,False,False,False,False,False,False,False
ENSG00000077238,ENSG00000077238,IL4R,24957,True,0.9103768373909955,2.1357853397944813,2.643087,88,True,False,False,False,False,False,False,False
ENSG00000184897,ENSG00000184897,H1-10,15041,True,0.5752715021131128,2.0037680766845103,2.550423,88,True,False,False,False,False,False,False,False
ENSG00000110848,ENSG00000110848,CD69,63279,True,1.985851759375616,2.5809738038158225,2.3238251,88,True,False,False,False,False,False,False,False
ENSG00000060138,ENSG00000060138,YBX3,23445,True,0.8572183015938827,2.0715784271803765,2.3144312,88,True,False,False,False,False,False,False,False
ENSG00000205542,ENSG00000205542,TMSB4X,120300,True,4.6882812336226545,2.9514158116499796,1.978838,88,True,False,False,False,False,False,False,False
ENSG00000170606,ENSG00000170606,HSPA4,15303,True,0.5627562999412867,1.9416733758543194,1.9781893,88,True,False,False,False,False,False,False,False
ENSG00000213231,ENSG00000213231,TCL1B,2205,True,0.11724199119244892,2.1434226773678033,1.9488956,88,True,False,False,False,False,False,False,False
ENSG00000184226,ENSG00000184226,PCDH9,8792,True,0.3645978157955474,1.96234905494564,1.8729166,88,True,False,False,False,False,False,False,False
ENSG00000180573,ENSG00000180573,H2AC6,10548,True,0.4175136528388009,1.935018838087983,1.8496774,88,True,False,False,False,False,False,False,False
ENSG00000034510,ENSG00000034510,TMSB10,119834,True,4.019156247459433,2.532085225650957,1.8267442,88,True,False,False,False,False,False,False,False
ENSG00000141682,ENSG00000141682,PMAIP1,29824,True,0.9892339774653557,2.026078512651286,1.8146505,88,True,False,False,False,False,False,False,False
ENSG00000126353,ENSG00000126353,CCR7,17171,True,0.6162166376571615,1.9426132377579655,1.7853471,88,True,False,False,False,False,False,False,False
