resolution,cluster,rank,gene_id,gene,n_cells,cluster_cpm,rest_cpm,log2_fold_change,cluster_detection_fraction,rest_detection_fraction,detection_difference,marker_score,technical_nuisance,eligible_samples,samples_with_at_least_5pct_detection,sample_support_fraction
0.4,0,19,ENSG00000023445,BIRC3,95768,412.51855129206916,201.64927071754445,1.0289670696061624,0.4609368473811712,0.3519603177508511,0.10897652963032006,0.11213326034955956,False,263,263,1.0
0.4,0,20,ENSG00000081189,MEF2C,95768,622.1408109359254,328.08333588336154,0.9211052322960228,0.6199670035920141,0.5101402057326939,0.10982679785932015,0.10116203815453742,False,263,263,1.0
0.4,1,1,ENSG00000184293,CLECL1P,50217,144.857356859552,11.695305090997957,3.5221911847047123,0.27387139813210665,0.01776713080800519,0.25610426732410146,0.9020481927342092,False,269,268,0.9962825278810409
0.4,1,2,ENSG00000213145,CRIP1,50217,459.81498088920813,102.14972108539342,2.1594476987004203,0.4270665312543561,0.10317911863053351,0.3238874126238226,0.6994179278285472,False,269,269,1.0
0.4,1,3,ENSG00000234184,LINC01781,50217,338.928040227985,68.10673230897923,2.2983312043660327,0.33018698847004,0.08659979038778261,0.24358719808225743,0.559844058336542,False,269,261,0.9702602230483272
0.4,1,4,ENSG00000169508,GPR183,50217,294.8200214223617,88.7317712338758,1.7210289046924978,0.4502061055021208,0.13220541997304985,0.31800068552907096,0.5472883715075604,False,269,268,0.9962825278810409
0.4,1,5,ENSG00000240505,TNFRSF13B,50217,110.82963779834908,17.48069336804442,2.597211800379265,0.2180735607463608,0.023945700454159804,0.194127860292201,0.5041911695332817,False,269,265,0.9851301115241635
0.4,1,6,ENSG00000163568,AIM2,50217,69.84152925582781,5.603784160726617,3.423230483049169,0.14867475157815083,0.009412586714578031,0.1392621648635728,0.47672648789640126,False,269,237,0.8810408921933085
0.4,1,7,ENSG00000150093,ITGB1,50217,176.71570342822946,42.85338276244549,2.018811128645762,0.2555907362048709,0.052782352647601935,0.20280838355726893,0.4094318217080727,False,269,268,0.9962825278810409
0.4,1,8,ENSG00000197747,S100A10,50217,304.5936960794993,123.90589422051073,1.2907732248285073,0.40376764840591833,0.17809053251484752,0.2256771158910708,0.29129797864871426,False,269,269,1.0
0.4,1,9,ENSG00000103187,COTL1,50217,386.7615538440936,186.23242694148124,1.05033945069031,0.5350976760857877,0.26937166242451466,0.2657260136612731,0.2791025152231074,False,269,269,1.0
0.4,1,10,ENSG00000161929,SCIMP,50217,94.57850817236347,29.93354705854801,1.6275139771029665,0.19011490132823547,0.052153515995408496,0.13796138533282698,0.22453408292966412,False,269,249,0.9256505576208178
0.4,1,11,ENSG00000100097,LGALS1,50217,299.9483260071657,151.7587769749371,0.9782605173837534,0.38984805942210804,0.16205020711683385,0.2277978523052742,0.22284564485506536,False,269,269,1.0
0.4,1,12,ENSG00000100473,COCH,50217,37.85286702505518,3.7877429975281762,3.020603445022423,0.07684648624967641,0.006597794080950242,0.07024869216872617,0.21219344157317396,False,269,185,0.6877323420074349
0.4,1,13,ENSG00000123096,SSPN,50217,29.90361163724995,2.1948154629512584,3.273970945994523,0.06778580958639505,0.0035534261616010383,0.06423238342479401,0.21029495712475577,False,269,173,0.6431226765799256
0.4,1,14,ENSG00000102575,ACP5,50217,69.94118240919471,18.819375139773555,1.8397118982143166,0.1456877153155306,0.0328392473923242,0.1128484679232064,0.20760866913357945,False,269,250,0.929368029739777
0.4,1,15,ENSG00000085117,CD82,50217,111.07493786817528,42.464231084617246,1.3665631720146207,0.22526236135173347,0.07524080451165344,0.15002155684008003,0.2050139345859515,False,269,259,0.9628252788104089
0.4,1,16,ENSG00000182718,ANXA2,50217,139.84403668247907,60.785492076770666,1.1887584593838658,0.2465300595415895,0.08140939262364626,0.16512066691794325,0.19628858961781068,False,269,268,0.9962825278810409
0.4,1,17,ENSG00000139193,CD27,50217,91.65023858881324,37.60242945628314,1.2631030445961395,0.1804169902622618,0.026081748764785147,0.15433524149747666,0.19494131342394322,False,269,256,0.9516728624535316
0.4,1,18,ENSG00000185043,CIB1,50217,262.1797808811133,131.13892673907824,0.9939931244683644,0.39729573650357447,0.2132954035035185,0.18400033300005597,0.18289506590194513,False,269,268,0.9962825278810409
0.4,1,19,ENSG00000142227,EMP3,50217,588.6205144295083,348.00018507016057,0.7565589189376105,0.6599358782882291,0.4190647302490393,0.2408711480391898,0.18223321536379058,False,269,269,1.0
0.4,1,20,ENSG00000111640,GAPDH,50217,624.0127151291194,387.0502587679648,0.687642023169269,0.6480275603879164,0.40061885511803164,0.2474087052698848,0.17012862264147297,False,269,269,1.0
0.4,2,1,ENSG00000120885,CLU,1866,319.4040509381503,11.087202783268317,4.728340067884188,0.4453376205787781,0.02141568373996876,0.42392193683880935,2.0044470796100122,False,136,134,0.9852941176470589
0.4,2,2,ENSG00000154146,NRGN,1866,325.3504029502967,16.665217050358443,4.2074384399553395,0.4796355841371919,0.03232213066192707,0.4473134534752648,1.8820438188610034,False,136,132,0.9705882352941176
0.4,2,3,ENSG00000101162,TUBB1,1866,235.87196314847446,9.222650622199492,4.534266222083003,0.3542336548767417,0.01856788926590187,0.33566576561083983,1.5219979429188615,False,136,131,0.9632352941176471
0.4,2,4,ENSG00000150681,RGS18,1866,229.07613227745,15.263674486333555,3.822386178004033,0.3086816720257235,0.028047072763505144,0.28063459926221834,1.0726938132896042,False,136,128,0.9411764705882353
0.4,2,5,ENSG00000163737,PF4,1866,325.63356256992273,39.21503580368746,3.0218661301272105,0.42390139335476956,0.07002342866375828,0.3538779646910113,1.0693718356981199,False,136,132,0.9705882352941176
0.4,2,6,ENSG00000163736,PPBP,1866,372.638059427842,54.58820580283546,2.748790695290308,0.44694533762057875,0.0975319114558087,0.34941342616477006,0.960464374651227,False,136,135,0.9926470588235294
0.4,2,7,ENSG00000180573,H2AC6,1866,335.2609896372074,44.486462634897144,2.886072268983207,0.4153269024651661,0.08340738945440836,0.3319195130107578,0.9579437020347588,False,136,131,0.9632352941176471
0.4,2,8,ENSG00000168497,CAVIN2,1866,176.97476226626236,16.224106555877395,3.3691716192400953,0.27438370846730975,0.03194511768190876,0.24243859078540098,0.8168172194827362,False,136,127,0.9338235294117647
0.4,2,9,ENSG00000113140,SPARC,1866,120.05967872143238,5.527959175517809,4.212942582166007,0.2020364415862808,0.011303657025906178,0.19073278456037462,0.8035462698894974,False,136,112,0.8235294117647058
0.4,2,10,ENSG00000156265,MAP3K7CL,1866,213.2191935783929,26.269537745796857,2.973725598235954,0.30760986066452306,0.05116604728819949,0.25644381337632355,0.7625935323464171,False,136,124,0.9117647058823529
0.4,2,11,ENSG00000111644,ACRBP,1866,113.83016708965995,6.122363387939079,4.0110018478214675,0.1789924973204716,0.012481822588463403,0.1665106747320082,0.6678746240320842,False,136,109,0.8014705882352942
0.4,2,12,ENSG00000161911,TREML1,1866,84.38156664855389,2.997048607892508,4.416917612024496,0.1452304394426581,0.00625437604351807,0.13897606339914004,0.6138458220774945,False,136,96,0.7058823529411765
0.4,2,13,ENSG00000236304,ENSG00000236304,1866,80.41733197378962,5.064949578473873,3.7467683889581638,0.14308681672025725,0.010441913071578606,0.13264490364867865,0.49698973194727053,False,136,101,0.7426470588235294
