resolution,replicates,median_ari,minimum_ari,median_ami,median_mapping_agreement,minimum_mapping_agreement,minimum_cluster_median_jaccard,minimum_cluster_median_recall
0.4,20,0.8115880287174557,0.31879519309724313,0.754245925713938,0.9633103390957447,0.7840342420212766,0.45473596051089776,0.8596917834419928
0.6,20,0.5662811483885758,0.4034420162175853,0.6102588614940425,0.8635887632978724,0.6754737367021276,0.6318613415707979,0.7264899330876905
0.8,20,0.634240674527947,0.4446466362278952,0.6225189031824817,0.8370345744680852,0.7630236037234043,0.6548347320316051,0.8215675173395762
