policy,replicates,n_states,median_ari,minimum_ari,median_ami,median_mapping_agreement,minimum_mapping_agreement,minimum_cluster_median_jaccard,minimum_cluster_median_recall
five_state,20,5,0.8115880287174557,0.31879519309724313,0.754245925713938,0.9633103390957447,0.7840342420212766,0.45473596051089776,0.8596917834419928
four_state_platelet_overlay_merged,20,4,0.7864906272508416,0.2953981672991925,0.7301086057496113,0.9731798537234042,0.7935339095744681,0.8054131862784851,0.8596917834419928
three_state_identity_core,20,3,0.7694178007086836,0.2808512963131773,0.7062744630425408,0.9743475731382978,0.7948886303191489,0.9254424344499924,0.9554282114541186
