gene_index,gene_id,feature_name,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg
ENSG00000106211,ENSG00000106211,HSPB1,14054,True,0.6436148187209478,2.792176950972417,8.743228,88,True,False,False,False,False,False,False,False
ENSG00000132465,ENSG00000132465,JCHAIN,37152,True,1.8681666993022008,5.175353888401333,6.056245,88,True,False,False,False,False,False,False,False
ENSG00000234184,ENSG00000234184,LINC01781,20281,True,0.9539727755950828,2.4989782104540055,5.25213,88,True,False,False,False,False,False,False,False
ENSG00000117318,ENSG00000117318,ID3,7766,True,0.35212301766265464,2.3344165568178816,4.997428,88,True,False,False,False,False,False,False,False
ENSG00000066923,ENSG00000066923,STAG3,9158,True,0.4254239640734518,2.2151927204494597,4.891367,88,True,False,False,False,False,False,False,False
ENSG00000254709,ENSG00000254709,IGLL5,46882,True,2.489394233767245,5.666746584543509,3.927254,88,True,False,False,False,False,False,False,False
ENSG00000116741,ENSG00000116741,RGS2,28670,True,1.0821190609463869,2.4113984335372787,3.922413,88,True,False,False,False,False,False,False,False
ENSG00000100097,ENSG00000100097,LGALS1,28727,True,0.9923872113522098,2.230705192540146,3.15782,88,True,False,False,False,False,False,False,False
ENSG00000273338,ENSG00000273338,ENSG00000273338,19031,True,0.7550557731785085,2.1138578604179084,2.9625628,88,True,False,False,False,False,False,False,False
ENSG00000257275,ENSG00000257275,ENSG00000257275,7925,True,0.36423634730433957,2.083232339473417,2.9574094,88,True,False,False,False,False,False,False,False
ENSG00000137959,ENSG00000137959,IFI44L,23089,True,0.8618942977164784,2.1645974298278734,2.7373679,88,True,False,False,False,False,False,False,True
ENSG00000237541,ENSG00000237541,HLA-DQA2,25407,True,0.9135058247141233,2.1285668803778424,2.7172105,88,True,False,False,False,False,False,False,False
ENSG00000100721,ENSG00000100721,TCL1A,49332,True,1.7127734439982776,2.4490478057905225,2.656609,88,True,False,False,False,False,False,False,False
ENSG00000184897,ENSG00000184897,H1-10,15027,True,0.5774914961109373,2.007483750353705,2.5991452,88,True,False,False,False,False,False,False,False
ENSG00000077238,ENSG00000077238,IL4R,25008,True,0.9099778077246089,2.131156966898594,2.5783708,88,True,False,False,False,False,False,False,False
ENSG00000060138,ENSG00000060138,YBX3,23628,True,0.8602482460314974,2.0670409934369953,2.3217864,88,True,False,False,False,False,False,False,False
ENSG00000110848,ENSG00000110848,CD69,63100,True,1.9844681851087358,2.58124983781994,2.2429008,88,True,False,False,False,False,False,False,False
ENSG00000099860,ENSG00000099860,GADD45B,23402,True,0.7873325130728538,2.052170872441188,2.1979089,88,True,False,False,False,False,False,False,False
ENSG00000205542,ENSG00000205542,TMSB4X,120301,True,4.689089441066195,2.951033592976603,1.9688691,88,True,False,False,False,False,False,False,False
ENSG00000163736,ENSG00000163736,PPBP,12252,True,0.4782907829976091,1.9545560720460022,1.9687752,88,True,False,False,False,False,False,False,False
ENSG00000213231,ENSG00000213231,TCL1B,2189,True,0.11608693115249581,2.1308508010061162,1.9156287,88,True,False,False,False,False,False,False,False
ENSG00000184226,ENSG00000184226,PCDH9,8800,True,0.3642846512984781,1.9666574043670364,1.9082128,88,True,False,False,False,False,False,False,False
ENSG00000141682,ENSG00000141682,PMAIP1,29881,True,0.9921376743675466,2.0263422696483846,1.8658786,88,True,False,False,False,False,False,False,False
ENSG00000126353,ENSG00000126353,CCR7,17309,True,0.6217415006272751,1.950881001850927,1.8011745,88,True,False,False,False,False,False,False,False
ENSG00000034510,ENSG00000034510,TMSB10,119841,True,4.018742320102636,2.526029023581352,1.7756773,88,True,False,False,False,False,False,False,False
ENSG00000147535,ENSG00000147535,PLPP5,34486,True,1.1173099810085523,2.030495986670457,1.7290789,88,True,False,False,False,False,False,False,False
ENSG00000163737,ENSG00000163737,PF4,8892,True,0.3611081888701894,1.9762965611400836,1.7158114,88,True,False,False,False,False,False,False,False
ENSG00000198502,ENSG00000198502,HLA-DRB5,54515,True,1.6173229720554132,2.20260442161969,1.6554396,88,True,False,False,False,False,False,False,False
ENSG00000187837,ENSG00000187837,H1-2,17653,True,0.6047375503836622,1.9368602486898794,1.6273152,88,True,False,False,False,False,False,False,False
ENSG00000172264,ENSG00000172264,MACROD2,9193,True,0.3686762793663373,1.9386153362790504,1.6039741,88,True,False,False,False,False,False,False,False
ENSG00000104921,ENSG00000104921,FCER2,31432,True,1.0183224645821976,1.9942493059655342,1.5135032,88,True,False,False,False,False,False,False,False
ENSG00000128218,ENSG00000128218,VPREB3,49001,True,1.4777688386405161,2.0985706310458743,1.500976,88,True,False,False,False,False,False,False,False
ENSG00000080546,ENSG00000080546,SESN1,5788,True,0.23685064792810595,1.9436347490918664,1.4285991,88,True,False,False,False,False,False,False,False
ENSG00000010278,ENSG00000010278,CD9,4564,True,0.20797000279387975,1.9847216208751703,1.3730514,88,True,False,False,False,False,False,False,False
ENSG00000019582,ENSG00000019582,CD74,120141,True,4.366041898646407,2.4212941236581496,1.2893391,88,True,False,False,False,False,False,False,False
ENSG00000099958,ENSG00000099958,DERL3,5250,True,0.21644657239212278,1.9799861965031078,1.2570955,88,True,False,False,False,False,False,False,False
ENSG00000166710,ENSG00000166710,B2M,120311,True,4.7324834006857595,2.712179321427156,1.2424738,88,True,False,False,False,False,False,False,False
ENSG00000163958,ENSG00000163958,ZDHHC19,2269,True,0.10692362237030038,1.9674374480796226,1.2087787,88,True,False,False,False,False,False,False,False
ENSG00000267858,ENSG00000267858,MZF1-AS1,5135,True,0.22210197675060375,1.9257259313815211,1.2084252,88,True,False,False,False,False,False,False,False
