representation,field,n_evaluable_cells,mean_same_group_fraction,median_same_group_fraction,mean_local_entropy,median_local_entropy,panel,source_table,sample_uuid,cohort_a,cohort_b,cells_a,cells_b,euclidean_centroid_distance,cosine_centroid_distance,resolution,comparison,n_common_cells,primary_clusters,comparison_clusters,adjusted_rand_index,normalized_mutual_information,resolution_numeric,cluster,module,n_cells,n_genes,mean_module_log_expression,fraction_any_gene_detected
harmony_pca,,,,,,,b,bridge_centroid_distance,bffca8a1-fc84-4f20-acae-3cf0d6313002,1.0,3.0,483.0,496.0,1.247197906929331,0.2462931109368066,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,bffca8a1-fc84-4f20-acae-3cf0d6313002,2.0,3.0,399.0,496.0,1.474827743500568,0.3464051194979995,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,c21e0e54-2ea8-4fc7-9438-5d2d8d63899c,2.0,4.0,105.0,55.0,2.775247497278912,0.0609384012083725,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,ccccc606-2c86-4d7a-bb4a-8354017807a6,2.0,4.0,672.0,425.0,1.3041648272196842,0.2354023252907553,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,cf0f9104-fd3e-4cdd-ad08-69035510a32d,1.0,2.0,339.0,161.0,1.740723814698344,0.4224833590190316,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,d0660ae1-7bd5-4f68-9131-434571c29e96,2.0,3.0,738.0,579.0,1.434181761202164,0.2681105131061236,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,d0bbdc84-7f92-4114-9759-59d158034879,2.0,4.0,204.0,212.0,1.1565647519666271,0.1141868690348172,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,d65c2394-3eed-48b8-8a26-5f214003f312,1.0,2.0,355.0,210.0,1.9707760987319456,0.3439085079536711,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,d65c2394-3eed-48b8-8a26-5f214003f312,1.0,3.0,355.0,229.0,1.3967565525407786,0.1861170591579127,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,d65c2394-3eed-48b8-8a26-5f214003f312,2.0,3.0,210.0,229.0,1.6284131672989113,0.2090048236505801,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,e0286325-9289-4765-af44-1bded6b1d3df,1.0,2.0,464.0,573.0,1.6568228662773687,0.3068830936669605,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,e869b441-83d5-44d3-abc7-1a970170e1e4,2.0,4.0,438.0,435.0,0.8789958514057957,0.2544259840592788,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,e9cf8f89-d60a-4584-951b-ae7df22cf6d7,2.0,3.0,93.0,109.0,2.171182211386671,0.2010313640584319,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,f0a33a73-192b-4398-b8bc-05eb0c59ae54,1.0,2.0,426.0,433.0,1.9102758521382224,0.4868915278593104,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,f0a33a73-192b-4398-b8bc-05eb0c59ae54,1.0,3.0,426.0,395.0,1.5814343423187958,0.2401887052982649,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,f0a33a73-192b-4398-b8bc-05eb0c59ae54,2.0,3.0,433.0,395.0,1.543493448167828,0.2261326780238558,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,f3091b7a-a59b-4bee-a4c4-c930424b63f3,1.0,2.0,573.0,934.0,1.9858740585194483,0.4167527888160123,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,f6f39d84-6fb4-4519-9efa-f9ca4651e3c9,2.0,3.0,605.0,386.0,1.6643894138627828,0.283364753623612,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,fc11ebf7-2767-4d92-96f9-a57af8f1be30,2.0,4.0,1505.0,1126.0,0.783350518853857,0.0263637286452047,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,fd256bdb-e6dd-47ef-a4e4-ac0a7d2dcd1e,1.0,2.0,418.0,452.0,1.4673856472839626,0.1333805226573023,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,fd256bdb-e6dd-47ef-a4e4-ac0a7d2dcd1e,1.0,3.0,418.0,219.0,1.5987359536646646,0.1651795625866996,,,,,,,,,,,,,,
harmony_pca,,,,,,,b,bridge_centroid_distance,fd256bdb-e6dd-47ef-a4e4-ac0a7d2dcd1e,2.0,3.0,452.0,219.0,1.114185818579379,0.075809611469529,,,,,,,,,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,0.2,primary_all_cells_vs_singlet_sensitivity,148430.0,2.0,3.0,0.0824153632661914,0.1793951431795241,0.2,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,0.2,primary_all_cells_vs_isg_excluded,150402.0,2.0,3.0,0.1953555532635147,0.2798059205714782,0.2,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,0.4,primary_all_cells_vs_singlet_sensitivity,148430.0,5.0,5.0,0.7925222585974417,0.7058351452689063,0.4,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,0.4,primary_all_cells_vs_isg_excluded,150402.0,5.0,5.0,0.7722130177957055,0.6597788960819199,0.4,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,0.6,primary_all_cells_vs_singlet_sensitivity,148430.0,6.0,6.0,0.5608145727692776,0.5916409655997605,0.6,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,0.6,primary_all_cells_vs_isg_excluded,150402.0,6.0,7.0,0.4283130866214018,0.5080860801625824,0.6,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,0.8,primary_all_cells_vs_singlet_sensitivity,148430.0,7.0,7.0,0.7018838438013233,0.6746777948671642,0.8,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,0.8,primary_all_cells_vs_isg_excluded,150402.0,7.0,7.0,0.4321225167771205,0.4587479982007778,0.8,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,1.0,primary_all_cells_vs_singlet_sensitivity,148430.0,9.0,11.0,0.7064188753418451,0.6641306180798637,1.0,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,1.0,primary_all_cells_vs_isg_excluded,150402.0,9.0,10.0,0.3812263683517503,0.4416251323599747,1.0,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,1.2,primary_all_cells_vs_singlet_sensitivity,148430.0,11.0,20.0,0.6389342174547505,0.6334593890088572,1.2,,,,,,
,,,,,,,c,branch_concordance,,,,,,,,1.2,primary_all_cells_vs_isg_excluded,150402.0,11.0,10.0,0.3883368137726294,0.4516371036190844,1.2,,,,,,
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,0.0,B_identity,95768.0,7.0,1.9279217720031736,0.9998329295798178
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,0.0,naive,95768.0,4.0,0.7550879120826721,0.8203992983042352
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,0.0,memory,95768.0,5.0,0.2398798018693924,0.5089069417759585
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,0.0,platelet,95768.0,4.0,0.1104636937379837,0.1977487260880461
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,1.0,B_identity,50217.0,7.0,1.8255940675735476,0.9995818149232332
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,1.0,naive,50217.0,4.0,0.1376091390848159,0.2713224605213374
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,1.0,memory,50217.0,5.0,0.583469569683075,0.8324073520919211
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,1.0,platelet,50217.0,4.0,0.1208514049649238,0.2332078778103032
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,2.0,B_identity,1866.0,7.0,1.9254902601242063,1.0
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,2.0,naive,1866.0,4.0,0.6972519159317017,0.7797427652733119
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,2.0,memory,1866.0,5.0,0.2538395524024963,0.5284030010718114
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,2.0,platelet,1866.0,4.0,0.735686719417572,0.8858520900321544
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,3.0,B_identity,1300.0,7.0,1.1085304021835327,0.9976923076923075
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,3.0,naive,1300.0,4.0,0.1067274510860443,0.2853846153846154
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,3.0,memory,1300.0,5.0,0.5849349498748779,0.9276923076923076
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,3.0,platelet,1300.0,4.0,0.1302157640457153,0.343076923076923
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,4.0,B_identity,1251.0,7.0,1.8557093143463133,1.0
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,4.0,naive,1251.0,4.0,0.6157822012901306,0.7114308553157475
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,4.0,memory,1251.0,5.0,0.2960827946662903,0.5579536370903277
,,,,,,,d,marker_modules,,,,,,,,,,,,,,,,4.0,platelet,1251.0,4.0,0.1192795857787132,0.2150279776179056
