gene_index,gene_id,feature_name,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg
ENSG00000132465,ENSG00000132465,JCHAIN,36960,True,1.8541506139228274,5.144408687258835,6.043355,88,True,False,False,False,False,False,False,False
ENSG00000234184,ENSG00000234184,LINC01781,20109,True,0.9482895466028847,2.495808875901295,5.2354045,88,True,False,False,False,False,False,False,False
ENSG00000066923,ENSG00000066923,STAG3,9151,True,0.4273821621451475,2.218389053265689,5.008059,88,True,False,False,False,False,False,False,False
ENSG00000254709,ENSG00000254709,IGLL5,47019,True,2.4797710043057903,5.619759366837074,3.9616284,88,True,False,False,False,False,False,False,False
ENSG00000116741,ENSG00000116741,RGS2,28845,True,1.083284682138689,2.400101518196484,3.799605,88,True,False,False,False,False,False,False,False
ENSG00000100097,ENSG00000100097,LGALS1,28628,True,0.9884403753410509,2.232535647420436,3.199955,88,True,False,False,False,False,False,False,False
ENSG00000273338,ENSG00000273338,ENSG00000273338,18972,True,0.7550726078392752,2.1263548386001005,3.03407,88,True,False,False,False,False,False,False,False
ENSG00000257275,ENSG00000257275,ENSG00000257275,8012,True,0.36823523928442686,2.079117078899527,3.0124707,88,True,False,False,False,False,False,False,False
ENSG00000137959,ENSG00000137959,IFI44L,23163,True,0.8632815228735019,2.1573721995212662,2.7171254,88,True,False,False,False,False,False,False,True
ENSG00000100721,ENSG00000100721,TCL1A,49476,True,1.7149708393159577,2.4496317892188952,2.6247973,88,True,False,False,False,False,False,False,False
ENSG00000077238,ENSG00000077238,IL4R,24980,True,0.9119518790898561,2.1391045859215074,2.6067536,88,True,False,False,False,False,False,False,False
ENSG00000184897,ENSG00000184897,H1-10,15028,True,0.5757750114751367,2.002633024785624,2.5472443,88,True,False,False,False,False,False,False,False
ENSG00000060138,ENSG00000060138,YBX3,23673,True,0.8604320998570258,2.065387348849234,2.295415,88,True,False,False,False,False,False,False,False
ENSG00000110848,ENSG00000110848,CD69,63221,True,1.987036499696191,2.580934105944462,2.2038097,88,True,False,False,False,False,False,False,False
ENSG00000205542,ENSG00000205542,TMSB4X,120300,True,4.690228456820112,2.958431914593066,1.9952704,88,True,False,False,False,False,False,False,False
ENSG00000170606,ENSG00000170606,HSPA4,15331,True,0.5644639767552131,1.946598615890283,1.9719161,88,True,False,False,False,False,False,False,False
ENSG00000184226,ENSG00000184226,PCDH9,8841,True,0.36786929428810405,1.9665658837439066,1.9329556,88,True,False,False,False,False,False,False,False
ENSG00000213231,ENSG00000213231,TCL1B,2172,True,0.11485990096000348,2.1274611363280163,1.8918048,88,True,False,False,False,False,False,False,False
ENSG00000141682,ENSG00000141682,PMAIP1,29844,True,0.9901843367519906,2.032976058710447,1.8588005,88,True,False,False,False,False,False,False,False
ENSG00000180573,ENSG00000180573,H2AC6,10500,True,0.41615484469629105,1.9310822975732138,1.7870369,88,True,False,False,False,False,False,False,False
ENSG00000112149,ENSG00000112149,CD83,25287,True,0.8373225227439516,1.999257584872539,1.7826695,88,True,False,False,False,False,False,False,False
ENSG00000034510,ENSG00000034510,TMSB10,119830,True,4.019126195649805,2.524846738361664,1.7728869,88,True,False,False,False,False,False,False,False
ENSG00000126353,ENSG00000126353,CCR7,17313,True,0.6189399028755168,1.9399512829254468,1.7165691,88,True,False,False,False,False,False,False,False
ENSG00000198502,ENSG00000198502,HLA-DRB5,54553,True,1.6199523539758636,2.2051103371001455,1.7051724,88,True,False,False,False,False,False,False,False
ENSG00000187837,ENSG00000187837,H1-2,17696,True,0.6073917333579341,1.9375135126467342,1.6960555,88,True,False,False,False,False,False,False,False
ENSG00000147535,ENSG00000147535,PLPP5,34514,True,1.1186063070989627,2.0322287718092755,1.6942965,88,True,False,False,False,False,False,False,False
ENSG00000172264,ENSG00000172264,MACROD2,9228,True,0.3691791734138575,1.9367355349666466,1.6234258,88,True,False,False,False,False,False,False,False
ENSG00000113387,ENSG00000113387,SUB1,57915,True,1.6160343396305847,2.2302930473181823,1.5958649,88,True,False,False,False,False,False,False,False
ENSG00000104921,ENSG00000104921,FCER2,31500,True,1.0170978886949344,1.9892426944337969,1.4976436,88,True,False,False,False,False,False,False,False
ENSG00000112182,ENSG00000112182,BACH2,11887,True,0.4488519816079354,1.8961990214523488,1.48141,88,True,False,False,False,False,False,False,False
ENSG00000128218,ENSG00000128218,VPREB3,49090,True,1.4782713861597663,2.0912676652799713,1.4798514,88,True,False,False,False,False,False,False,False
ENSG00000080546,ENSG00000080546,SESN1,5799,True,0.23806022397886165,1.9530494112402523,1.4449788,88,True,False,False,False,False,False,False,False
ENSG00000100906,ENSG00000100906,NFKBIA,55832,True,1.5988510519979462,2.125439787951802,1.3454505,88,True,False,False,False,False,False,False,False
ENSG00000010278,ENSG00000010278,CD9,4618,True,0.2094449912632924,1.9825290997478149,1.3337471,88,True,False,False,False,False,False,False,False
ENSG00000205056,ENSG00000205056,LINC02397,17858,True,0.6397275045775638,1.8959830080319764,1.2853916,88,True,False,False,False,False,False,False,False
ENSG00000142227,ENSG00000142227,EMP3,60050,True,1.681322889884216,2.1582475280224,1.2722727,88,True,False,False,False,False,False,False,False
ENSG00000163958,ENSG00000163958,ZDHHC19,2243,True,0.10495754196301994,1.9753588055778002,1.2537965,88,True,False,False,False,False,False,False,False
ENSG00000166710,ENSG00000166710,B2M,120308,True,4.730939452173123,2.707545050814953,1.2404281,88,True,False,False,False,False,False,False,False
