gene_index,gene_id,feature_name,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg
ENSG00000106211,ENSG00000106211,HSPB1,13848,True,0.6374575108636398,2.816280345896509,8.959964,88,True,False,False,False,False,False,False,False
ENSG00000132465,ENSG00000132465,JCHAIN,37122,True,1.849289986447777,5.119307250196119,6.082131,88,True,False,False,False,False,False,False,False
ENSG00000234184,ENSG00000234184,LINC01781,20125,True,0.9480326989373538,2.494491666328092,5.250383,88,True,False,False,False,False,False,False,False
ENSG00000066923,ENSG00000066923,STAG3,9138,True,0.42752517933358497,2.2214256420311447,4.880244,88,True,False,False,False,False,False,False,False
ENSG00000254709,ENSG00000254709,IGLL5,47077,True,2.485552804570341,5.603284628991779,4.0495195,88,True,False,False,False,False,False,False,False
ENSG00000187608,ENSG00000187608,ISG15,26186,True,0.9348725847691793,2.308783674033277,3.53256,88,True,False,False,False,False,False,False,True
ENSG00000100097,ENSG00000100097,LGALS1,28568,True,0.9894808211970215,2.234616033264367,3.2215052,88,True,False,False,False,False,False,False,False
ENSG00000273338,ENSG00000273338,ENSG00000273338,18888,True,0.7523534543961868,2.1240255266050445,3.0501387,88,True,False,False,False,False,False,False,False
ENSG00000257275,ENSG00000257275,ENSG00000257275,7990,True,0.3667300763121775,2.0817315429719905,2.9344745,88,True,False,False,False,False,False,False,False
ENSG00000143443,ENSG00000143443,C1orf56,16368,True,0.6502586490513136,2.045466218459364,2.7783408,88,True,False,False,False,False,False,False,False
ENSG00000137959,ENSG00000137959,IFI44L,23231,True,0.8653107625613141,2.1649626951082968,2.6689467,88,True,False,False,False,False,False,False,True
ENSG00000077238,ENSG00000077238,IL4R,25025,True,0.9122756718685854,2.135631626437809,2.5767713,88,True,False,False,False,False,False,False,False
ENSG00000100721,ENSG00000100721,TCL1A,49423,True,1.7158825942803242,2.4524286604672985,2.5575285,88,True,False,False,False,False,False,False,False
ENSG00000110848,ENSG00000110848,CD69,63208,True,1.9870617103016757,2.580947282655839,2.4703293,88,True,False,False,False,False,False,False,False
ENSG00000060138,ENSG00000060138,YBX3,23646,True,0.8617480304612104,2.0680650979468407,2.2646275,88,True,False,False,False,False,False,False,False
ENSG00000099860,ENSG00000099860,GADD45B,23472,True,0.78888942504407,2.049365850326869,2.1995578,88,True,False,False,False,False,False,False,False
ENSG00000170606,ENSG00000170606,HSPA4,15316,True,0.5644369994866769,1.9469695122118822,1.9955038,88,True,False,False,False,False,False,False,False
ENSG00000205542,ENSG00000205542,TMSB4X,120300,True,4.690086894634953,2.955020694369855,1.9952359,88,True,False,False,False,False,False,False,False
ENSG00000213231,ENSG00000213231,TCL1B,2172,True,0.11588548248140965,2.140830119222803,1.9458648,88,True,False,False,False,False,False,False,False
ENSG00000141682,ENSG00000141682,PMAIP1,30020,True,0.9956869537362351,2.036956281841507,1.929548,88,True,False,False,False,False,False,False,False
ENSG00000184226,ENSG00000184226,PCDH9,8772,True,0.3658062419459977,1.9643423779131701,1.8700292,88,True,False,False,False,False,False,False,False
