contrast,regulator,replicate,sampled_targets,slope,positive,same_direction_as_full
gse174188_internal_nonoverlap,STAT1,53,104,1.1320110593378077,True,True
gse174188_internal_nonoverlap,STAT1,54,104,1.1387020532896766,True,True
gse174188_internal_nonoverlap,STAT1,55,104,1.1164203489822988,True,True
gse174188_internal_nonoverlap,STAT1,56,104,1.008702726453799,True,True
gse174188_internal_nonoverlap,STAT1,57,104,1.020704184798924,True,True
gse174188_internal_nonoverlap,STAT1,58,104,1.0024265584502945,True,True
gse174188_internal_nonoverlap,STAT1,59,104,1.033223755310455,True,True
gse174188_internal_nonoverlap,STAT1,60,104,1.090930139602664,True,True
gse174188_internal_nonoverlap,STAT1,61,104,0.9997683032726077,True,True
gse174188_internal_nonoverlap,STAT1,62,104,1.1811962371488127,True,True
gse174188_internal_nonoverlap,STAT1,63,104,0.9503526120403185,True,True
gse174188_internal_nonoverlap,STAT1,64,104,1.0105987205756226,True,True
gse174188_internal_nonoverlap,STAT1,65,104,1.0012639526640879,True,True
gse174188_internal_nonoverlap,STAT1,66,104,1.0815072984020795,True,True
gse174188_internal_nonoverlap,STAT1,67,104,1.1180085730475506,True,True
gse174188_internal_nonoverlap,STAT1,68,104,0.9504472419612764,True,True
gse174188_internal_nonoverlap,STAT1,69,104,1.1427423096774743,True,True
gse174188_internal_nonoverlap,STAT1,70,104,1.0463732984346248,True,True
gse174188_internal_nonoverlap,STAT1,71,104,1.0788822031134622,True,True
gse174188_internal_nonoverlap,STAT1,72,104,1.120213190185471,True,True
gse174188_internal_nonoverlap,STAT1,73,104,0.7900921663693259,True,True
gse174188_internal_nonoverlap,STAT1,74,104,1.0828093614835805,True,True
gse174188_internal_nonoverlap,STAT1,75,104,1.1938412450980371,True,True
gse174188_internal_nonoverlap,STAT1,76,104,1.0308885853680065,True,True
gse174188_internal_nonoverlap,STAT1,77,104,0.9182005137462919,True,True
gse174188_internal_nonoverlap,STAT1,78,104,0.9806365822320554,True,True
gse174188_internal_nonoverlap,STAT1,79,104,1.0515426454491401,True,True
gse174188_internal_nonoverlap,STAT1,80,104,1.1093690916508416,True,True
gse174188_internal_nonoverlap,STAT1,81,104,0.9548368468179944,True,True
gse174188_internal_nonoverlap,STAT1,82,104,1.115478828730569,True,True
gse174188_internal_nonoverlap,STAT1,83,104,1.068010789050495,True,True
gse174188_internal_nonoverlap,STAT1,84,104,0.9609233074687089,True,True
gse174188_internal_nonoverlap,STAT1,85,104,1.3205960125647298,True,True
gse174188_internal_nonoverlap,STAT1,86,104,1.1109183371052862,True,True
gse174188_internal_nonoverlap,STAT1,87,104,0.9756913155112699,True,True
gse174188_internal_nonoverlap,STAT1,88,104,1.143402003473473,True,True
gse174188_internal_nonoverlap,STAT1,89,104,0.9309912476343516,True,True
gse174188_internal_nonoverlap,STAT1,90,104,1.1374825318074389,True,True
gse174188_internal_nonoverlap,STAT1,91,104,1.0767003846078476,True,True
gse174188_internal_nonoverlap,STAT1,92,104,1.1001336648635882,True,True
gse174188_internal_nonoverlap,STAT1,93,104,1.1029905655937495,True,True
gse174188_internal_nonoverlap,STAT1,94,104,0.8973808375647467,True,True
gse174188_internal_nonoverlap,STAT1,95,104,1.040753581704725,True,True
gse174188_internal_nonoverlap,STAT1,96,104,1.1038333396101632,True,True
gse174188_internal_nonoverlap,STAT1,97,104,1.2054199700224217,True,True
gse174188_internal_nonoverlap,STAT1,98,104,1.1453126894421628,True,True
gse174188_internal_nonoverlap,STAT1,99,104,0.9782747622768317,True,True
gse174188_internal_nonoverlap,STAT1,100,104,1.1220940918202738,True,True
gse174188_internal_nonoverlap,STAT2,1,16,2.988589039586689,True,True
gse174188_internal_nonoverlap,STAT2,2,16,2.701789079822545,True,True
gse174188_internal_nonoverlap,STAT2,3,16,2.889827471122549,True,True
gse174188_internal_nonoverlap,STAT2,4,16,2.7953202414306166,True,True
gse174188_internal_nonoverlap,STAT2,5,16,3.0866289688158712,True,True
gse174188_internal_nonoverlap,STAT2,6,16,3.098304674321839,True,True
gse174188_internal_nonoverlap,STAT2,7,16,2.985665414030791,True,True
gse174188_internal_nonoverlap,STAT2,8,16,2.678684415411819,True,True
gse174188_internal_nonoverlap,STAT2,9,16,3.2664163785041227,True,True
gse174188_internal_nonoverlap,STAT2,10,16,3.293419467455358,True,True
gse174188_internal_nonoverlap,STAT2,11,16,3.391324602055454,True,True
gse174188_internal_nonoverlap,STAT2,12,16,3.111165731572066,True,True
gse174188_internal_nonoverlap,STAT2,13,16,2.968525401713165,True,True
gse174188_internal_nonoverlap,STAT2,14,16,2.4785167827240357,True,True
gse174188_internal_nonoverlap,STAT2,15,16,2.8716344617035587,True,True
gse174188_internal_nonoverlap,STAT2,16,16,3.19040446141694,True,True
gse174188_internal_nonoverlap,STAT2,17,16,3.098304674321839,True,True
gse174188_internal_nonoverlap,STAT2,18,16,2.8372935476663557,True,True
gse174188_internal_nonoverlap,STAT2,19,16,2.8541410046284494,True,True
gse174188_internal_nonoverlap,STAT2,20,16,3.007497332492892,True,True
gse174188_internal_nonoverlap,STAT2,21,16,3.1026199919139215,True,True
gse174188_internal_nonoverlap,STAT2,22,16,3.1952550310156362,True,True
gse174188_internal_nonoverlap,STAT2,23,16,2.7214060552227535,True,True
gse174188_internal_nonoverlap,STAT2,24,16,2.757249061795028,True,True
gse174188_internal_nonoverlap,STAT2,25,16,2.8500231011197674,True,True
gse174188_internal_nonoverlap,STAT2,26,16,2.986387053265749,True,True
gse174188_internal_nonoverlap,STAT2,27,16,2.676617223719965,True,True
gse174188_internal_nonoverlap,STAT2,28,16,2.7042128644373133,True,True
gse174188_internal_nonoverlap,STAT2,29,16,3.4312656702756934,True,True
gse174188_internal_nonoverlap,STAT2,30,16,2.576556711953218,True,True
gse174188_internal_nonoverlap,STAT2,31,16,2.8329062181907667,True,True
gse174188_internal_nonoverlap,STAT2,32,16,2.75778777995907,True,True
gse174188_internal_nonoverlap,STAT2,33,16,3.125929721742414,True,True
gse174188_internal_nonoverlap,STAT2,34,16,2.5785772944907825,True,True
gse174188_internal_nonoverlap,STAT2,35,16,2.8032681530881782,True,True
gse174188_internal_nonoverlap,STAT2,36,16,3.093769379818439,True,True
gse174188_internal_nonoverlap,STAT2,37,16,2.868627457089212,True,True
gse174188_internal_nonoverlap,STAT2,38,16,2.670615675846472,True,True
gse174188_internal_nonoverlap,STAT2,39,16,3.1333286307791965,True,True
gse174188_internal_nonoverlap,STAT2,40,16,2.9364053700737727,True,True
gse174188_internal_nonoverlap,STAT2,41,16,2.4167321674322593,True,True
gse174188_internal_nonoverlap,STAT2,42,16,2.563586090026283,True,True
gse174188_internal_nonoverlap,STAT2,43,16,3.3749353471819936,True,True
gse174188_internal_nonoverlap,STAT2,44,16,3.2361428697859695,True,True
gse174188_internal_nonoverlap,STAT2,45,16,3.130920127032539,True,True
gse174188_internal_nonoverlap,STAT2,46,16,2.768873551179069,True,True
gse174188_internal_nonoverlap,STAT2,47,16,2.7645211436950112,True,True
gse174188_internal_nonoverlap,STAT2,48,16,2.8086019721828097,True,True
gse174188_internal_nonoverlap,STAT2,49,16,2.968525401713165,True,True
gse174188_internal_nonoverlap,STAT2,50,16,3.0140795858417335,True,True
gse174188_internal_nonoverlap,STAT2,51,16,2.5162879271952683,True,True
gse174188_internal_nonoverlap,STAT2,52,16,3.095136105388514,True,True
gse174188_internal_nonoverlap,STAT2,53,16,2.8108053208942305,True,True
gse174188_internal_nonoverlap,STAT2,54,16,2.9606683165471184,True,True
gse174188_internal_nonoverlap,STAT2,55,16,3.0282834975605457,True,True
gse174188_internal_nonoverlap,STAT2,56,16,2.7821166453443547,True,True
gse174188_internal_nonoverlap,STAT2,57,16,2.843759873539885,True,True
gse174188_internal_nonoverlap,STAT2,58,16,3.0140795858417335,True,True
gse174188_internal_nonoverlap,STAT2,59,16,2.853636252624712,True,True
gse174188_internal_nonoverlap,STAT2,60,16,3.314132776745723,True,True
gse174188_internal_nonoverlap,STAT2,61,16,3.2904745116267895,True,True
gse174188_internal_nonoverlap,STAT2,62,16,2.8573095735617744,True,True
gse174188_internal_nonoverlap,STAT2,63,16,3.0779761153940597,True,True
gse174188_internal_nonoverlap,STAT2,64,16,3.1668825747794704,True,True
gse174188_internal_nonoverlap,STAT2,65,16,2.7183788733856757,True,True
gse174188_internal_nonoverlap,STAT2,66,16,2.9069617674245576,True,True
gse174188_internal_nonoverlap,STAT2,67,16,2.9003542988185105,True,True
gse174188_internal_nonoverlap,STAT2,68,16,3.1202661998072903,True,True
gse174188_internal_nonoverlap,STAT2,69,16,3.1732571484095313,True,True
gse174188_internal_nonoverlap,STAT2,70,16,2.7993242570479895,True,True
gse174188_internal_nonoverlap,STAT2,71,16,2.968523638815988,True,True
gse174188_internal_nonoverlap,STAT2,72,16,2.5162879271952683,True,True
gse174188_internal_nonoverlap,STAT2,73,16,3.1167474659723053,True,True
gse174188_internal_nonoverlap,STAT2,74,16,2.7003666937304716,True,True
gse174188_internal_nonoverlap,STAT2,75,16,2.912347180255351,True,True
gse174188_internal_nonoverlap,STAT2,76,16,2.840090146229835,True,True
gse174188_internal_nonoverlap,STAT2,77,16,2.40190529300773,True,True
gse174188_internal_nonoverlap,STAT2,78,16,2.9325491109334836,True,True
gse174188_internal_nonoverlap,STAT2,79,16,2.8877602794306947,True,True
gse174188_internal_nonoverlap,STAT2,80,16,2.957416694482811,True,True
gse174188_internal_nonoverlap,STAT2,81,16,3.062815621911139,True,True
gse174188_internal_nonoverlap,STAT2,82,16,3.0662338733472287,True,True
gse174188_internal_nonoverlap,STAT2,83,16,2.864211586610187,True,True
gse174188_internal_nonoverlap,STAT2,84,16,2.8627631819470225,True,True
gse174188_internal_nonoverlap,STAT2,85,16,2.913172886328028,True,True
gse174188_internal_nonoverlap,STAT2,86,16,3.168511243904027,True,True
gse174188_internal_nonoverlap,STAT2,87,16,3.1389878093930648,True,True
gse174188_internal_nonoverlap,STAT2,88,16,3.092021269519225,True,True
gse174188_internal_nonoverlap,STAT2,89,16,2.8294148081753696,True,True
gse174188_internal_nonoverlap,STAT2,90,16,2.8605611956260817,True,True
gse174188_internal_nonoverlap,STAT2,91,16,3.055727198815119,True,True
gse174188_internal_nonoverlap,STAT2,92,16,2.8004738146515082,True,True
gse174188_internal_nonoverlap,STAT2,93,16,2.9274185879940373,True,True
gse174188_internal_nonoverlap,STAT2,94,16,3.0732706012757163,True,True
gse174188_internal_nonoverlap,STAT2,95,16,2.7259825782428333,True,True
gse174188_internal_nonoverlap,STAT2,96,16,3.034833940225571,True,True
gse174188_internal_nonoverlap,STAT2,97,16,2.9560711420259143,True,True
gse174188_internal_nonoverlap,STAT2,98,16,2.806295334925256,True,True
gse174188_internal_nonoverlap,STAT2,99,16,3.391324602055454,True,True
gse174188_internal_nonoverlap,STAT2,100,16,2.921578126567597,True,True
gse174188_internal_nonoverlap,IRF7,1,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,2,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,3,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,4,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,5,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,6,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,7,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,8,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,9,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,10,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,11,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,12,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,13,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,14,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,15,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,16,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,17,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,18,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,19,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,20,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,21,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,22,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,23,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,24,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,25,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,26,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,27,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,28,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,29,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,30,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,31,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,32,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,33,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,34,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,35,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,36,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,37,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,38,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,39,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,40,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,41,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,42,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,43,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,44,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,45,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,46,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,47,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,48,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,49,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,50,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,51,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,52,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,53,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,54,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,55,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,56,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,57,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,58,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,59,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,60,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,61,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,62,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,63,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,64,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,65,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,66,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,67,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,68,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,69,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,70,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,71,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,72,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,73,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,74,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,75,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,76,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,77,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,78,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,79,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,80,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,81,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,82,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,83,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,84,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,85,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,86,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,87,4,2.4541940783930785,True,True
gse174188_internal_nonoverlap,IRF7,88,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,89,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,90,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,91,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,92,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF7,93,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,94,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,95,4,1.1954686600036122,True,True
gse174188_internal_nonoverlap,IRF7,96,4,2.7859712920180204,True,True
gse174188_internal_nonoverlap,IRF7,97,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,98,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,99,4,2.5480636138236585,True,True
gse174188_internal_nonoverlap,IRF7,100,4,1.997454636700407,True,True
gse174188_internal_nonoverlap,IRF9,1,8,2.5033487026994177,True,True
gse174188_internal_nonoverlap,IRF9,2,8,2.4917433915424496,True,True
gse174188_internal_nonoverlap,IRF9,3,8,3.3945780267110086,True,True
gse174188_internal_nonoverlap,IRF9,4,8,2.4734168813739608,True,True
gse174188_internal_nonoverlap,IRF9,5,8,2.6628403033443138,True,True
gse174188_internal_nonoverlap,IRF9,6,8,2.395423560797213,True,True
gse174188_internal_nonoverlap,IRF9,7,8,2.0873119721330533,True,True
gse174188_internal_nonoverlap,IRF9,8,8,2.7932653111258627,True,True
gse174188_internal_nonoverlap,IRF9,9,8,3.168334218806595,True,True
gse174188_internal_nonoverlap,IRF9,10,8,2.426879832355641,True,True
gse174188_internal_nonoverlap,IRF9,11,8,3.3945780267110086,True,True
gse174188_internal_nonoverlap,IRF9,12,8,2.9788328127185104,True,True
gse174188_internal_nonoverlap,IRF9,13,8,2.0573801508075964,True,True
gse174188_internal_nonoverlap,IRF9,14,8,2.453697450903275,True,True
gse174188_internal_nonoverlap,IRF9,15,8,2.586371433000537,True,True
gse174188_internal_nonoverlap,IRF9,16,8,2.396948011030184,True,True
gse174188_internal_nonoverlap,IRF9,17,8,2.296454824574092,True,True
gse174188_internal_nonoverlap,IRF9,18,8,2.7932653111258627,True,True
gse174188_internal_nonoverlap,IRF9,19,8,2.791740860892892,True,True
gse174188_internal_nonoverlap,IRF9,20,8,2.0873119721330533,True,True
gse174188_internal_nonoverlap,IRF9,21,8,2.453697450903275,True,True
gse174188_internal_nonoverlap,IRF9,22,8,2.9591052639149837,True,True
gse174188_internal_nonoverlap,IRF9,23,8,2.0573801508075964,True,True
gse174188_internal_nonoverlap,IRF9,24,8,2.375704130326528,True,True
gse174188_internal_nonoverlap,IRF9,25,8,2.8899033101589247,True,True
gse174188_internal_nonoverlap,IRF9,26,8,2.426879832355641,True,True
gse174188_internal_nonoverlap,IRF9,27,8,2.7932653111258627,True,True
gse174188_internal_nonoverlap,IRF9,28,8,2.107031402603739,True,True
gse174188_internal_nonoverlap,IRF9,29,8,3.008776956736978,True,True
gse174188_internal_nonoverlap,IRF9,30,8,2.791740860892892,True,True
gse174188_internal_nonoverlap,IRF9,31,8,2.9591052639149837,True,True
gse174188_internal_nonoverlap,IRF9,32,8,2.266523003248635,True,True
gse174188_internal_nonoverlap,IRF9,33,8,3.008776956736978,True,True
gse174188_internal_nonoverlap,IRF9,34,8,2.42535538212267,True,True
gse174188_internal_nonoverlap,IRF9,35,8,2.396948011030184,True,True
gse174188_internal_nonoverlap,IRF9,36,8,2.7932653111258627,True,True
gse174188_internal_nonoverlap,IRF9,37,8,2.5848469827675666,True,True
gse174188_internal_nonoverlap,IRF9,38,8,2.5715793306399934,True,True
gse174188_internal_nonoverlap,IRF9,39,8,2.8882238523215764,True,True
gse174188_internal_nonoverlap,IRF9,40,8,2.8914277603918954,True,True
gse174188_internal_nonoverlap,IRF9,41,8,3.3945780267110086,True,True
gse174188_internal_nonoverlap,IRF9,42,8,2.266523003248635,True,True
gse174188_internal_nonoverlap,IRF9,43,8,2.426879832355641,True,True
gse174188_internal_nonoverlap,IRF9,44,8,2.791740860892892,True,True
gse174188_internal_nonoverlap,IRF9,45,8,2.4720158427389234,True,True
gse174188_internal_nonoverlap,IRF9,46,8,3.2972878436905164,True,True
gse174188_internal_nonoverlap,IRF9,47,8,2.266523003248635,True,True
gse174188_internal_nonoverlap,IRF9,48,8,2.810198422514456,True,True
gse174188_internal_nonoverlap,IRF9,49,8,2.266523003248635,True,True
gse174188_internal_nonoverlap,IRF9,50,8,2.4917433915424496,True,True
gse174188_internal_nonoverlap,IRF9,51,8,3.008776956736978,True,True
gse174188_internal_nonoverlap,IRF9,52,8,3.008776956736978,True,True
gse174188_internal_nonoverlap,IRF9,53,8,2.296454824574092,True,True
gse174188_internal_nonoverlap,IRF9,54,8,2.5715793306399934,True,True
gse174188_internal_nonoverlap,IRF9,55,8,2.9864267142880068,True,True
gse174188_internal_nonoverlap,IRF9,56,8,2.5848469827675666,True,True
gse174188_internal_nonoverlap,IRF9,57,8,2.396948011030184,True,True
gse174188_internal_nonoverlap,IRF9,58,8,2.5216875355609183,True,True
gse174188_internal_nonoverlap,IRF9,59,8,2.5848469827675666,True,True
gse174188_internal_nonoverlap,IRF9,60,8,2.4734168813739608,True,True
gse174188_internal_nonoverlap,IRF9,61,8,2.9591052639149837,True,True
gse174188_internal_nonoverlap,IRF9,62,8,2.8117235003514747,True,True
gse174188_internal_nonoverlap,IRF9,63,8,2.8914277603918954,True,True
gse174188_internal_nonoverlap,IRF9,64,8,2.9788328127185104,True,True
gse174188_internal_nonoverlap,IRF9,65,8,2.5715793306399934,True,True
gse174188_internal_nonoverlap,IRF9,66,8,2.7152719905491156,True,True
gse174188_internal_nonoverlap,IRF9,67,8,2.5033487026994177,True,True
gse174188_internal_nonoverlap,IRF9,68,8,2.107031402603739,True,True
gse174188_internal_nonoverlap,IRF9,69,8,2.5715793306399934,True,True
gse174188_internal_nonoverlap,IRF9,70,8,2.681244797630534,True,True
gse174188_internal_nonoverlap,IRF9,71,8,2.5216875355609183,True,True
gse174188_internal_nonoverlap,IRF9,72,8,2.395423560797213,True,True
gse174188_internal_nonoverlap,IRF9,73,8,3.298812921527535,True,True
gse174188_internal_nonoverlap,IRF9,74,8,2.453697450903275,True,True
gse174188_internal_nonoverlap,IRF9,75,8,2.4917433915424496,True,True
gse174188_internal_nonoverlap,IRF9,76,8,2.586371433000537,True,True
gse174188_internal_nonoverlap,IRF9,77,8,3.298812921527535,True,True
gse174188_internal_nonoverlap,IRF9,78,8,2.5715793306399934,True,True
gse174188_internal_nonoverlap,IRF9,79,8,2.8882238523215764,True,True
gse174188_internal_nonoverlap,IRF9,80,8,2.107031402603739,True,True
gse174188_internal_nonoverlap,IRF9,81,8,3.375313273497637,True,True
gse174188_internal_nonoverlap,IRF9,82,8,2.810198422514456,True,True
gse174188_internal_nonoverlap,IRF9,83,8,2.8899033101589247,True,True
gse174188_internal_nonoverlap,IRF9,84,8,2.681244797630534,True,True
gse174188_internal_nonoverlap,IRF9,85,8,3.168334218806595,True,True
gse174188_internal_nonoverlap,IRF9,86,8,2.5848469827675666,True,True
gse174188_internal_nonoverlap,IRF9,87,8,2.7932653111258627,True,True
gse174188_internal_nonoverlap,IRF9,88,8,2.761002752610346,True,True
gse174188_internal_nonoverlap,IRF9,89,8,2.7152719905491156,True,True
gse174188_internal_nonoverlap,IRF9,90,8,2.4917433915424496,True,True
gse174188_internal_nonoverlap,IRF9,91,8,2.396948011030184,True,True
gse174188_internal_nonoverlap,IRF9,92,8,2.4720158427389234,True,True
gse174188_internal_nonoverlap,IRF9,93,8,3.168334218806595,True,True
gse174188_internal_nonoverlap,IRF9,94,8,2.5715793306399934,True,True
gse174188_internal_nonoverlap,IRF9,95,8,2.266523003248635,True,True
gse174188_internal_nonoverlap,IRF9,96,8,2.8117235003514747,True,True
gse174188_internal_nonoverlap,IRF9,97,8,2.7932653111258627,True,True
gse174188_internal_nonoverlap,IRF9,98,8,2.0873119721330533,True,True
gse174188_internal_nonoverlap,IRF9,99,8,2.2468035727779494,True,True
gse174188_internal_nonoverlap,IRF9,100,8,2.5216875355609183,True,True
gse135779_childhood,STAT1,1,129,1.0241956016199254,True,True
gse135779_childhood,STAT1,2,129,1.1210693615839205,True,True
gse135779_childhood,STAT1,3,129,1.1517913699033653,True,True
gse135779_childhood,STAT1,4,129,1.2487759057780998,True,True
gse135779_childhood,STAT1,5,129,1.0374688320284198,True,True
gse135779_childhood,STAT1,6,129,1.1513626733151778,True,True
gse135779_childhood,STAT1,7,129,1.0829243918006155,True,True
gse135779_childhood,STAT1,8,129,1.077164552951783,True,True
gse135779_childhood,STAT1,9,129,1.1826678006061628,True,True
gse135779_childhood,STAT1,10,129,1.0215451643486018,True,True
gse135779_childhood,STAT1,11,129,1.044781683521047,True,True
gse135779_childhood,STAT1,12,129,1.0999019140053607,True,True
gse135779_childhood,STAT1,13,129,1.094995020801976,True,True
gse135779_childhood,STAT1,14,129,1.1034750342007587,True,True
gse135779_childhood,STAT1,15,129,0.9653518393132774,True,True
gse135779_childhood,STAT1,16,129,1.109367411527999,True,True
gse135779_childhood,STAT1,17,129,1.040801733284207,True,True
gse135779_childhood,STAT1,18,129,1.0910471840258122,True,True
gse135779_childhood,STAT1,19,129,1.171189684049542,True,True
gse135779_childhood,STAT1,20,129,0.9512586934970039,True,True
gse135779_childhood,STAT1,21,129,1.0996960291973756,True,True
gse135779_childhood,STAT1,22,129,1.1450366947043717,True,True
gse135779_childhood,STAT1,23,129,1.2617024854989864,True,True
gse135779_childhood,STAT1,24,129,1.085338777919445,True,True
gse135779_childhood,STAT1,25,129,1.1684506792313278,True,True
gse135779_childhood,STAT1,26,129,1.0025466551210467,True,True
gse135779_childhood,STAT1,27,129,1.1867734283804718,True,True
gse135779_childhood,STAT1,28,129,1.1840954342115586,True,True
gse135779_childhood,STAT1,29,129,1.0809499863006449,True,True
gse135779_childhood,STAT1,30,129,1.0614393405711045,True,True
gse135779_childhood,STAT1,31,129,1.1800724071522295,True,True
gse135779_childhood,STAT1,32,129,1.168090840953511,True,True
gse135779_childhood,STAT1,33,129,1.0470342528244232,True,True
gse135779_childhood,STAT1,34,129,1.262827212996331,True,True
gse135779_childhood,STAT1,35,129,1.213280421466079,True,True
gse135779_childhood,STAT1,36,129,1.1543673026998147,True,True
gse135779_childhood,STAT1,37,129,1.2061206028072233,True,True
gse135779_childhood,STAT1,38,129,1.1355396797436086,True,True
gse135779_childhood,STAT1,39,129,1.1643166901952227,True,True
