var_name,gene_id,feature_name,highly_variable,highly_variable_nbatches,means,dispersions,dispersions_norm,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg,hvg_primary,hvg_isg_excluded,hvg_union
ENSG00000132879,ENSG00000132879,FBXO44,False,41,0.12459188408893968,1.717664742723032,0.09822163,False,False,False,False,False,False,False,False,False,False
ENSG00000116663,ENSG00000116663,FBXO6,False,29,0.0836298322570362,1.6773239665499078,-0.063121505,False,False,False,False,False,False,False,False,False,False
ENSG00000116670,ENSG00000116670,MAD2L2,True,48,0.17499786547529844,1.7194030218208143,0.11474676,False,False,False,False,False,False,False,False,False,False
ENSG00000162490,ENSG00000162490,DRAXIN,False,26,0.0038604201660310503,1.055219093441404,-0.14432687,False,False,False,False,False,False,False,False,False,False
ENSG00000177674,ENSG00000177674,AGTRAP,True,52,0.14693393858072507,1.7320869174689761,0.17678571,False,False,False,False,False,False,False,False,False,False
ENSG00000215910,ENSG00000215910,C1orf167,False,8,0.001582450647566485,0.5669029708762717,-1.1135218,False,False,False,False,False,False,False,False,False,False
ENSG00000177000,ENSG00000177000,MTHFR,True,71,0.11308328907046486,1.7796310344078217,0.38564298,False,False,False,False,False,False,False,True,True,True
ENSG00000011021,ENSG00000011021,CLCN6,True,64,0.06844230896010126,1.7668188543800079,0.32689935,False,False,False,False,False,False,False,True,True,True
ENSG00000116685,ENSG00000116685,KIAA2013,False,30,0.08670831395246746,1.7009646494856954,0.04756706,False,False,False,False,False,False,False,False,False,False
ENSG00000083444,ENSG00000083444,PLOD1,False,28,0.01594711866173091,1.5897876368829253,-0.2530487,False,False,False,False,False,False,False,False,False,False
ENSG00000116688,ENSG00000116688,MFN2,True,46,0.043479475432479736,1.689326843476293,0.11051637,False,False,False,False,False,False,False,False,False,False
ENSG00000116691,ENSG00000116691,MIIP,False,37,0.18790131858581285,1.707351770735073,0.055421896,False,False,False,False,False,False,False,False,False,False
ENSG00000120949,ENSG00000120949,TNFRSF8,False,14,0.002932779253564838,0.8273437558087321,-0.51429594,False,False,False,False,False,False,False,False,False,False
ENSG00000028137,ENSG00000028137,TNFRSF1B,True,67,0.21197256083019428,1.7510852956918865,0.24863349,False,False,False,False,False,False,False,True,True,True
ENSG00000048707,ENSG00000048707,VPS13D,True,51,0.09093815931262687,1.7405917309842664,0.20930085,False,False,False,False,False,False,False,False,False,False
