resolution,n_clusters,minimum_cluster_cells,minimum_cluster_samples,minimum_cluster_donors,minimum_cluster_libraries,maximum_library_fraction,maximum_residual_risk_fraction,singlet_branch_ari,isg_excluded_branch_ari,minimum_branch_ari,eligible_identity_backbone,selected_identity_backbone
0.2,2,1302,225,218,88,0.0307219662058371,0.0132126089872568,0.0824153632661914,0.1953555532635147,0.0824153632661914,False,False
0.4,5,1251,225,218,88,0.0307692307692307,0.0167865707434052,0.7925222585974417,0.7722130177957055,0.7722130177957055,True,True
0.6,6,1307,226,219,88,0.0306044376434583,0.0190095535192045,0.5608145727692776,0.4283130866214018,0.4283130866214018,True,False
0.8,7,1319,227,220,88,0.0303260045489006,0.019173636250156,0.7018838438013233,0.4321225167771205,0.4321225167771205,True,False
1.0,9,4,4,4,4,0.25,0.0191776279429645,0.7064188753418451,0.3812263683517503,0.3812263683517503,False,False
1.2,11,3,3,3,3,0.3333333333333333,0.0187076125885849,0.6389342174547505,0.3883368137726294,0.3883368137726294,False,False
