cluster,gene,n_cells,mean_log_normalized_expression,fraction_detected
2,PF4,1866,0.872056245803833,0.42390139335476956
2,GNG11,1866,0.4666648507118225,0.2422293676312969
2,RGS18,1866,0.644517183303833,0.3086816720257235
2,HBA1,1866,0.06141427904367447,0.03215434083601286
2,HBA2,1866,0.09217396378517151,0.04448017148981779
2,HBB,1866,0.16351626813411713,0.07770632368703108
3,CD79A,1300,2.076862335205078,0.8884615384615384
3,CD79B,1300,0.9389421343803406,0.6592307692307692
3,MS4A1,1300,0.3613465428352356,0.22692307692307692
3,CD19,1300,0.22675226628780365,0.22692307692307692
3,CD22,1300,0.07529308646917343,0.06153846153846154
3,CD37,1300,1.014387607574463,0.6738461538461539
3,CD74,1300,3.0661284923553467,0.9884615384615385
3,TCL1A,1300,0.13114573061466217,0.08538461538461538
3,IL4R,1300,0.05955404415726662,0.05615384615384615
3,FCER2,1300,0.14556196331977844,0.12538461538461537
3,CCR7,1300,0.09064805507659912,0.08692307692307692
3,CD27,1300,1.5202776193618774,0.75
3,AIM2,1300,0.1949649602174759,0.19384615384615383
3,GPR183,1300,0.2448381930589676,0.22846153846153847
3,TNFRSF13B,1300,0.7305867075920105,0.5653846153846154
3,BANK1,1300,0.23400723934173584,0.19384615384615383
3,FCRL3,1300,0.020657824352383614,0.02
3,FCRL5,1300,0.2981649935245514,0.2784615384615385
3,ITGAX,1300,0.021827958524227142,0.023846153846153847
3,TBX21,1300,0.03412017226219177,0.03923076923076923
3,ZEB2,1300,0.10045792907476425,0.1
3,MZB1,1300,3.273143768310547,0.936923076923077
3,JCHAIN,1300,4.937972068786621,0.933076923076923
3,XBP1,1300,1.932542085647583,0.8623076923076923
3,SDC1,1300,0.0914231687784195,0.0876923076923077
3,TNFRSF17,1300,1.9577888250350952,0.8515384615384616
3,DERL3,1300,1.5088560581207275,0.7769230769230769
3,IFI6,1300,0.9711682796478271,0.5761538461538461
3,IFIT1,1300,0.04625006765127182,0.047692307692307694
3,IFIT3,1300,0.0280856154859066,0.03
3,ISG15,1300,1.323927640914917,0.6938461538461539
3,MX1,1300,0.4655093252658844,0.35846153846153844
3,OAS1,1300,0.536080539226532,0.45384615384615384
3,CD3D,1300,0.30036675930023193,0.28076923076923077
3,CD3E,1300,0.1959867775440216,0.19615384615384615
3,NKG7,1300,0.5797988176345825,0.4646153846153846
3,GNLY,1300,0.5759791135787964,0.4576923076923077
3,LYZ,1300,0.9666317105293274,0.6784615384615384
3,LST1,1300,0.4894394278526306,0.42846153846153845
3,TYROBP,1300,0.6671648025512695,0.5284615384615384
3,FCER1G,1300,0.4449400007724762,0.39076923076923076
3,S100A8,1300,1.4376846551895142,0.8192307692307692
3,PPBP,1300,0.19779467582702637,0.17923076923076922
3,PF4,1300,0.14747655391693115,0.1376923076923077
3,GNG11,1300,0.10870835185050964,0.10538461538461538
3,RGS18,1300,0.06688348948955536,0.06153846153846154
3,HBA1,1300,0.13815559446811676,0.12692307692307692
3,HBA2,1300,0.30698755383491516,0.2469230769230769
3,HBB,1300,0.42781370878219604,0.3
4,CD79A,1251,2.115208387374878,0.8137490007993605
4,CD79B,1251,1.622920274734497,0.6810551558752997
4,MS4A1,1251,1.7604953050613403,0.7250199840127898
4,CD19,1251,0.2524815499782562,0.13509192645883294
4,CD22,1251,0.49826350808143616,0.25819344524380494
4,CD37,1251,2.4656994342803955,0.8808952837729817
4,CD74,1251,4.27489709854126,0.9992006394884093
4,TCL1A,1251,1.1014933586120605,0.4676258992805755
4,IL4R,1251,0.44151806831359863,0.21422861710631494
4,FCER2,1251,0.5694794058799744,0.2837729816147082
4,CCR7,1251,0.35063791275024414,0.1806554756195044
4,CD27,1251,0.08630344271659851,0.04876099120703437
4,AIM2,1251,0.042189888656139374,0.02478017585931255
4,GPR183,1251,0.325283020734787,0.16866506794564348
4,TNFRSF13B,1251,0.10429512709379196,0.05995203836930456
4,BANK1,1251,0.9223425984382629,0.44684252597921664
4,FCRL3,1251,0.09655044227838516,0.051159072741806554
4,FCRL5,1251,0.15883854031562805,0.08553157474020784
4,ITGAX,1251,0.013829878531396389,0.008792965627498001
4,TBX21,1251,0.008662783540785313,0.004796163069544364
4,ZEB2,1251,0.17958852648735046,0.09752198241406874
4,MZB1,1251,0.2389763742685318,0.12949640287769784
4,JCHAIN,1251,0.6706544160842896,0.2949640287769784
4,XBP1,1251,0.11362333595752716,0.06155075939248601
4,SDC1,1251,0.0,0.0
4,TNFRSF17,1251,0.027242934331297874,0.015187849720223821
4,DERL3,1251,0.05854519084095955,0.0319744204636291
4,IFI6,1251,0.21624955534934998,0.11510791366906475
4,IFIT1,1251,0.0063115316443145275,0.0031974420463629096
4,IFIT3,1251,0.019705263897776604,0.011191047162270184
4,ISG15,1251,0.3233896791934967,0.16866506794564348
4,MX1,1251,0.14967289566993713,0.07833733013589128
4,OAS1,1251,0.11260662972927094,0.060751398880895285
4,CD3D,1251,0.16094417870044708,0.08792965627498002
4,CD3E,1251,0.08307202160358429,0.0495603517186251
4,NKG7,1251,0.2938384711742401,0.15907274180655476
4,GNLY,1251,0.3498382866382599,0.18305355715427657
4,LYZ,1251,0.7501474022865295,0.3764988009592326
4,LST1,1251,0.40341001749038696,0.21262989608313348
4,TYROBP,1251,0.4278488755226135,0.22382094324540366
4,FCER1G,1251,0.24857793748378754,0.13269384492406075
4,S100A8,1251,1.0405564308166504,0.4924060751398881
4,PPBP,1251,0.19188138842582703,0.09672262190247802
4,PF4,1251,0.1345672905445099,0.07114308553157474
4,GNG11,1251,0.09995860606431961,0.05435651478816946
4,RGS18,1251,0.050711050629615784,0.025579536370903277
4,HBA1,1251,0.038700126111507416,0.019984012789768184
4,HBA2,1251,0.1276342272758484,0.06474820143884892
4,HBB,1251,0.20400956273078918,0.09672262190247802
