path,size_bytes,sha256,n_obs,n_vars,has_raw,raw_x_encoding,raw_x_shape,raw_sample_min,raw_sample_max,raw_sample_integer_fraction,raw_sample_nonnegative,obs_columns,raw_var_columns,status,message
H:\cuhk-2025fALL\6013RP-wyf\Data\processed\GSE174188_perez_cellxgene\bcell_subset_full.h5ad,1306803705,fbd4692e033a57412fcc9dfe761180a9e4bdae37c4fda8f5ecc2e28fde46371b,152981,30172,True,csr_matrix,152981x30172,1.0,387.0,1.0,True,Processing_Cohort | assay | assay_ontology_term_id | author_cell_type | cell_state | cell_type | cell_type_ontology_term_id | ct_cov | development_stage | development_stage_ontology_term_id | disease | disease_ontology_term_id | disease_state | donor_id | ind_cov | index | is_primary_data | library_uuid | mapped_reference_annotation | observation_joinid | sample_uuid | self_reported_ethnicity | self_reported_ethnicity_ontology_term_id | sex | sex_ontology_term_id | suspension_enriched_cell_types | suspension_type | suspension_uuid | tissue | tissue_ontology_term_id | tissue_type,_index | feature_biotype | feature_length | feature_name | feature_reference | feature_type,ok,
