gene_index,gene_id,feature_name,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,is_mitochondrial,is_ribosomal,is_hemoglobin,is_stress,is_cell_cycle,is_immunoglobulin,is_strong_isg
ENSG00000106211,ENSG00000106211,HSPB1,13883,True,0.6316961580291253,2.74959678112277,8.571433,88,True,False,False,False,False,False,False,False
ENSG00000132465,ENSG00000132465,JCHAIN,37103,True,1.8699002712793955,5.1683872279226755,5.9831967,88,True,False,False,False,False,False,False,False
ENSG00000234184,ENSG00000234184,LINC01781,20229,True,0.9513167306233107,2.497518313602281,5.2699385,88,True,False,False,False,False,False,False,False
ENSG00000066923,ENSG00000066923,STAG3,9197,True,0.42974166508677547,2.217050352758687,4.895559,88,True,False,False,False,False,False,False,False
ENSG00000116741,ENSG00000116741,RGS2,28712,True,1.082443437754125,2.407143456904531,4.0045156,88,True,False,False,False,False,False,False,False
ENSG00000254709,ENSG00000254709,IGLL5,46860,True,2.4836132904130412,5.647615182127406,3.930854,88,True,False,False,False,False,False,False,False
ENSG00000167641,ENSG00000167641,PPP1R14A,14183,True,0.5652578360731249,2.0726185753944644,3.2482207,88,True,False,False,False,False,False,False,False
ENSG00000100097,ENSG00000100097,LGALS1,28682,True,0.9925175168427779,2.2338785250644775,3.2266662,88,True,False,False,False,False,False,False,False
ENSG00000273338,ENSG00000273338,ENSG00000273338,19052,True,0.7577946928043565,2.127384043687392,3.0716245,88,True,False,False,False,False,False,False,False
ENSG00000257275,ENSG00000257275,ENSG00000257275,7963,True,0.36642911261805744,2.081401497695695,2.898742,88,True,False,False,False,False,False,False,False
ENSG00000137959,ENSG00000137959,IFI44L,23272,True,0.8679705344719562,2.1680504867138954,2.731978,88,True,False,False,False,False,False,False,True
ENSG00000100721,ENSG00000100721,TCL1A,49439,True,1.7139733705716365,2.447115672783305,2.640733,88,True,False,False,False,False,False,False,False
ENSG00000077238,ENSG00000077238,IL4R,24978,True,0.9120255238741932,2.137254214178953,2.613622,88,True,False,False,False,False,False,False,False
ENSG00000184897,ENSG00000184897,H1-10,14957,True,0.5731652816725955,2.007935288849703,2.6124027,88,True,False,False,False,False,False,False,False
ENSG00000060138,ENSG00000060138,YBX3,23580,True,0.8617857554006094,2.0753205430069013,2.4111896,88,True,False,False,False,False,False,False,False
ENSG00000110848,ENSG00000110848,CD69,63240,True,1.9882472263708133,2.581182925678362,2.3112123,88,True,False,False,False,False,False,False,False
ENSG00000099860,ENSG00000099860,GADD45B,23396,True,0.787326776305476,2.044925139879435,2.157495,88,True,False,False,False,False,False,False,False
ENSG00000205542,ENSG00000205542,TMSB4X,120300,True,4.689754573510078,2.95492244226771,1.9918793,88,True,False,False,False,False,False,False,False
ENSG00000213231,ENSG00000213231,TCL1B,2183,True,0.1162127283751797,2.1400016971554567,1.9459057,88,True,False,False,False,False,False,False,False
ENSG00000184226,ENSG00000184226,PCDH9,8828,True,0.36610307250924096,1.963969024228467,1.8983084,88,True,False,False,False,False,False,False,False
ENSG00000141682,ENSG00000141682,PMAIP1,29862,True,0.9901372842283547,2.0330827756788317,1.8828127,88,True,False,False,False,False,False,False,False
ENSG00000126353,ENSG00000126353,CCR7,17263,True,0.6178046521016338,1.9447400360686822,1.7970438,88,True,False,False,False,False,False,False,False
ENSG00000034510,ENSG00000034510,TMSB10,119843,True,4.019682804484701,2.528480954220698,1.7778343,88,True,False,False,False,False,False,False,False
ENSG00000112149,ENSG00000112149,CD83,25312,True,0.8376209223991818,1.9970805591212921,1.7652658,88,True,False,False,False,False,False,False,False
ENSG00000180573,ENSG00000180573,H2AC6,10665,True,0.421302183214011,1.9263112989936402,1.6994014,88,True,False,False,False,False,False,False,False
ENSG00000125347,ENSG00000125347,IRF1,31664,True,0.9864749061553685,2.04640454848876,1.6983896,88,True,False,False,False,False,False,False,False
ENSG00000147535,ENSG00000147535,PLPP5,34511,True,1.1184340335753928,2.0311395189285837,1.6644388,88,True,False,False,False,False,False,False,False
ENSG00000172264,ENSG00000172264,MACROD2,9285,True,0.37156446826166695,1.9379169941767165,1.6408979,88,True,False,False,False,False,False,False,False
ENSG00000128218,ENSG00000128218,VPREB3,49120,True,1.4780750071823854,2.0916197038564395,1.4594011,88,True,False,False,False,False,False,False,False
ENSG00000104921,ENSG00000104921,FCER2,31405,True,1.0135838632022955,1.990206469694467,1.4516176,88,True,False,False,False,False,False,False,False
ENSG00000080546,ENSG00000080546,SESN1,5799,True,0.23619129868590802,1.952002442354008,1.4397613,88,True,False,False,False,False,False,False,False
ENSG00000010278,ENSG00000010278,CD9,4595,True,0.20711184490572423,1.9742401802469025,1.3241289,88,True,False,False,False,False,False,False,False
ENSG00000132530,ENSG00000132530,XAF1,16573,True,0.5850416056651662,1.9124474983603563,1.2861292,88,True,False,False,False,False,False,False,True
