replicate,branch,resolution,reference_state,reference_cells,mapped_cells,jaccard,recall
4,harmony,0.4,B_CONV,119273,119244,0.9993545520842938,0.9995556412599667
4,harmony,0.4,B_ASC,1047,1076,0.93,0.9770773638968482
4,harmony,0.6,B_CONV,119273,119240,0.9993377816523605,0.9995304888784553
4,harmony,0.6,B_ASC,1047,1080,0.928377153218495,0.9780324737344794
4,harmony,0.8,B_CONV,119273,119224,0.9992036614806867,0.9993963428437282
4,harmony,0.8,B_ASC,1047,1096,0.9151027703306523,0.9780324737344794
4,unintegrated,0.4,B_CONV,119273,119370,0.998969702553965,0.9998910063467843
4,unintegrated,0.4,B_ASC,1047,950,0.8839622641509434,0.894937917860554
4,unintegrated,0.6,B_CONV,119273,119370,0.998969702553965,0.9998910063467843
4,unintegrated,0.6,B_ASC,1047,950,0.8839622641509434,0.894937917860554
4,unintegrated,0.8,B_CONV,119273,119371,0.9989780789559652,0.9998993904739547
4,unintegrated,0.8,B_ASC,1047,949,0.8847969782813976,0.894937917860554
