contrast,regulator,deleted_target,slope,same_direction_as_full
gse174188_internal_nonoverlap,STAT1,COPS5,1.0977910248023253,True
gse174188_internal_nonoverlap,STAT1,CREBBP,1.096694074479869,True
gse174188_internal_nonoverlap,STAT1,CREM,1.05972667600563,True
gse174188_internal_nonoverlap,STAT1,CTSB,1.0771840833475783,True
gse174188_internal_nonoverlap,STAT1,CXCL8,1.1129543132288318,True
gse174188_internal_nonoverlap,STAT1,DCLRE1C,1.1095206760054876,True
gse174188_internal_nonoverlap,STAT1,DDX50,1.1078668017552165,True
gse174188_internal_nonoverlap,STAT1,DIMT1,1.1033758962949294,True
gse174188_internal_nonoverlap,STAT1,EDEM2,1.084920758038716,True
gse174188_internal_nonoverlap,STAT1,EIF2AK2,1.0573325617288447,True
gse174188_internal_nonoverlap,STAT1,FCGRT,1.1018391288574976,True
gse174188_internal_nonoverlap,STAT1,FGL2,1.0990550817926479,True
gse174188_internal_nonoverlap,STAT1,FOS,1.0533860861507978,True
gse174188_internal_nonoverlap,STAT1,FOXO3,1.1095753628127787,True
gse174188_internal_nonoverlap,STAT1,GBP1,1.0723518706653343,True
gse174188_internal_nonoverlap,STAT1,GBP2,1.0798024184127464,True
gse174188_internal_nonoverlap,STAT1,GLS,1.1019951456395363,True
gse174188_internal_nonoverlap,STAT1,GSTK1,1.1031619621974083,True
gse174188_internal_nonoverlap,STAT1,HDAC7,1.1107745711086054,True
gse174188_internal_nonoverlap,STAT1,HLA-A,1.0695530030149545,True
gse174188_internal_nonoverlap,STAT1,HLA-E,1.0929365798114181,True
gse174188_internal_nonoverlap,STAT1,HMGB1,1.1100112356267477,True
gse174188_internal_nonoverlap,STAT1,HSP90AA1,1.1250730166100988,True
gse174188_internal_nonoverlap,STAT1,HSPA4,1.0863444097825217,True
gse174188_internal_nonoverlap,STAT1,HSPB1,1.0697035868292546,True
gse174188_internal_nonoverlap,STAT1,IFI27,1.0606405211649816,True
gse174188_internal_nonoverlap,STAT1,IFI30,1.080017400092732,True
gse174188_internal_nonoverlap,STAT1,IFI35,1.0698963345409147,True
gse174188_internal_nonoverlap,STAT1,IFI6,1.0502725115044251,True
gse174188_internal_nonoverlap,STAT1,IFIT2,1.0838348881217188,True
gse174188_internal_nonoverlap,STAT1,IFIT3,1.0577094085590841,True
gse174188_internal_nonoverlap,STAT1,IFITM1,1.0661940846062778,True
gse174188_internal_nonoverlap,STAT1,IFNGR1,1.1060278327064192,True
gse174188_internal_nonoverlap,STAT1,IL1B,1.0997185284041298,True
gse174188_internal_nonoverlap,STAT1,IL2RA,1.104046466039339,True
gse174188_internal_nonoverlap,STAT1,IL6,1.052391090925109,True
gse174188_internal_nonoverlap,STAT1,IL6ST,1.0986245870693718,True
gse174188_internal_nonoverlap,STAT1,INO80,1.09641407461767,True
gse174188_internal_nonoverlap,STAT1,IRF1,1.0993844225235214,True
gse174188_internal_nonoverlap,STAT1,IRF2,1.10469550584634,True
gse174188_internal_nonoverlap,STAT1,IRF7,1.0589388960337953,True
gse174188_internal_nonoverlap,STAT1,IRF8,1.0891399000439415,True
gse174188_internal_nonoverlap,STAT1,IRF9,1.0694185903348943,True
gse174188_internal_nonoverlap,STAT1,ISG15,1.050541992124266,True
gse174188_internal_nonoverlap,STAT1,ISG20,1.0727152459460636,True
gse174188_internal_nonoverlap,STAT1,ITGB1,1.0956993316013526,True
gse174188_internal_nonoverlap,STAT1,JAK1,1.1062961061756358,True
gse174188_internal_nonoverlap,STAT1,JUN,1.0446996677852483,True
gse174188_internal_nonoverlap,STAT1,KDM6B,1.076305992494122,True
gse174188_internal_nonoverlap,STAT1,KIF2A,1.09609831047062,True
gse174188_internal_nonoverlap,STAT1,KLF4,1.0844308078610572,True
gse174188_internal_nonoverlap,STAT1,LAP3,1.074589228686965,True
gse174188_internal_nonoverlap,STAT1,LAT,1.1013995437879205,True
gse174188_internal_nonoverlap,STAT1,LGALS3,1.0902528570058632,True
gse174188_internal_nonoverlap,STAT1,LY96,1.0995706273098027,True
gse174188_internal_nonoverlap,STAT1,MAP1LC3B,1.0814266682885827,True
gse174188_internal_nonoverlap,STAT1,MAPKAPK2,1.0985308795915587,True
gse174188_internal_nonoverlap,STAT1,MCL1,1.0791552573626186,True
gse174188_internal_nonoverlap,STAT1,MDM2,1.0807120983619996,True
gse174188_internal_nonoverlap,STAT1,MED16,1.1125696901490196,True
gse174188_internal_nonoverlap,STAT1,MED23,1.1086424981074396,True
