sample_uuid,n_bcells,library_uuid_n_unique,library_uuid,Processing_Cohort_n_unique,Processing_Cohort,multi_library_sample,multi_cohort_sample,interpretation
3caa3c5a-9c12-464a-a794-8b7ca2cfaace,615,4,0103e306-959a-46b0-896d-d8b9dee40157 | 9586e7f4-5c57-452e-bb13-90ceef874118 | d461010c-38fd-414f-91bd-e1b3e7e2f8fb | e7240495-f3e8-42a3-ac5c-4a9a7eebc341,1,1.0,True,False,expected technical multiplicity; not a biological conflict
3e17b93b-6d64-4b05-adf1-bee9b370788c,319,4,3639058a-5dc3-49ad-82ff-cec405483912 | 56b848af-d12b-4f9c-b605-947e296caa46 | 8950207b-4940-4ef9-ad01-0ad0dace6f27 | b993ef60-52c8-41e2-83a2-bb44f1fb916f,1,1.0,True,False,expected technical multiplicity; not a biological conflict
3ecf5ad3-4ae3-4152-a1d2-4c9c548c5551,1276,8,15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 16552c24-ef48-4e1f-aff5-319a1f739299 | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | 91761416-a756-48e5-8768-fd169c7c564c | bdc30514-427c-403e-a0ee-61e7d04e407e | d9942805-5a63-4958-b714-7088c0428c65,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
3f068829-713e-4b6a-a79a-754b7d9eef46,2630,8,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | 70a004b7-4a17-4702-8910-4557aa0c4279 | bdc30514-427c-403e-a0ee-61e7d04e407e | cdab3145-edc9-4352-932c-1638e791bfc9,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
3f29e4ef-952a-4a98-9659-d26028f71319,754,4,0c3a7808-800f-43b1-a57b-08c3b2bb9e5a | 222b358b-71e7-4b0f-9f9b-47b4c67aaa27 | 585af22b-b80b-4a1d-8cc8-17d65b2639e1 | d8a37460-32f2-4b61-b1d2-1f7f0ba92779,1,2.0,True,False,expected technical multiplicity; not a biological conflict
3f7db560-4400-424a-87a7-45e712c31264,451,4,1556abac-8f1a-404a-8a2f-402ac562143c | 3044f2b9-48b5-45ec-ac14-107f0d7372f0 | 665a3535-8f40-4ae3-9260-cbce7060781f | b795713b-ff23-4494-b6a3-1438b2baee3e,1,2.0,True,False,expected technical multiplicity; not a biological conflict
3ff8915f-d4b6-418d-89ec-61fffb366646,1232,8,0c3a7808-800f-43b1-a57b-08c3b2bb9e5a | 10cec51f-a79f-4907-8745-b45df64f6946 | 222b358b-71e7-4b0f-9f9b-47b4c67aaa27 | 32436280-1ea6-4678-bb18-4632fe8c4933 | 585af22b-b80b-4a1d-8cc8-17d65b2639e1 | 90e60bb7-e776-4dff-a8ba-6390acefdbee | ca103ed6-7a7e-4450-9546-ac295532bced | d8a37460-32f2-4b61-b1d2-1f7f0ba92779,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
4227d4ba-c467-4e19-8f48-5181a811a565,594,4,2dbf699a-f6cd-446d-8dc4-0595319cfa99 | 39564abe-76f3-4a33-9f10-f574069834bc | 78c34b8c-196b-4a31-b700-08882bfaf4ab | cdf51e52-a49a-474f-a6ba-da5a14137d09,1,2.0,True,False,expected technical multiplicity; not a biological conflict
42e0623b-6872-409f-bd76-1c2cb5e3b5c0,49,4,0be87f87-d01a-495e-9605-d89d36240908 | 54530f14-aadf-4c2a-8f92-9c22a69cc022 | dac92812-557b-4abd-8fb0-4f823ae8ff59 | e3629615-6d5c-4167-808f-996d53989dbf,1,2.0,True,False,expected technical multiplicity; not a biological conflict
4334dd89-25d8-4a14-a25a-dd3c14318ff2,95,2,3c722d55-1664-4996-8228-63504e862676 | e9ebbe1e-ce77-4c97-a04e-4a64befe98c8,1,3.0,True,False,expected technical multiplicity; not a biological conflict
43af3cab-af35-45c0-82f6-304ca64e9f0d,477,4,10cec51f-a79f-4907-8745-b45df64f6946 | 32436280-1ea6-4678-bb18-4632fe8c4933 | 90e60bb7-e776-4dff-a8ba-6390acefdbee | ca103ed6-7a7e-4450-9546-ac295532bced,1,4.0,True,False,expected technical multiplicity; not a biological conflict
43f3d10e-a47a-4f63-965c-a8fe58d5861f,279,4,0103e306-959a-46b0-896d-d8b9dee40157 | 9586e7f4-5c57-452e-bb13-90ceef874118 | d461010c-38fd-414f-91bd-e1b3e7e2f8fb | e7240495-f3e8-42a3-ac5c-4a9a7eebc341,1,1.0,True,False,expected technical multiplicity; not a biological conflict
4452abfd-aa95-4982-b2c8-ac779e0cc76e,1804,4,1e3165e4-e0c0-4bf7-b803-7d8271b99fd5 | 60373b7d-7c45-428f-9622-aa4f854c4860 | d4d2da4e-6580-479c-b5f6-77b109e72715 | fb1e97d1-dd9c-4314-aae2-9c3745df1411,1,4.0,True,False,expected technical multiplicity; not a biological conflict
44c75170-6dfa-485f-99eb-275a1d77620b,450,4,048cb921-e15f-47a6-a9e3-ed512574e5d7 | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | d641571e-6406-4309-ae61-acc6f2e0a50d,1,2.0,True,False,expected technical multiplicity; not a biological conflict
45abcda8-4f12-4496-983b-9c712250dc3c,330,4,28401515-eca4-442a-85fc-f8c2793b1c26 | 9184b09f-ca66-4623-a733-1f64bc1b424f | d9bf3113-086e-4165-ba13-e78a3d7b4138 | e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e,1,2.0,True,False,expected technical multiplicity; not a biological conflict
45eb2bf7-4993-46ea-9055-645ad7d29a5e,178,4,1e3165e4-e0c0-4bf7-b803-7d8271b99fd5 | 60373b7d-7c45-428f-9622-aa4f854c4860 | d4d2da4e-6580-479c-b5f6-77b109e72715 | fb1e97d1-dd9c-4314-aae2-9c3745df1411,1,4.0,True,False,expected technical multiplicity; not a biological conflict
46e0206c-f34e-4e58-a099-c5de09a89bdb,133,4,10cec51f-a79f-4907-8745-b45df64f6946 | 32436280-1ea6-4678-bb18-4632fe8c4933 | 90e60bb7-e776-4dff-a8ba-6390acefdbee | ca103ed6-7a7e-4450-9546-ac295532bced,1,4.0,True,False,expected technical multiplicity; not a biological conflict
46e6ff98-de92-4b09-98ae-ff683d6ed775,985,8,10cec51f-a79f-4907-8745-b45df64f6946 | 2236c52d-924b-415a-aae0-00fa08d12d1f | 32436280-1ea6-4678-bb18-4632fe8c4933 | 894c6ccb-cb7a-4ea1-b032-b1d93b25247d | 90e60bb7-e776-4dff-a8ba-6390acefdbee | 9850fb76-4155-4910-881f-b5d33ee0835c | ca103ed6-7a7e-4450-9546-ac295532bced | f2380b81-e46f-430b-8fd2-e3897ddf7be9,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
4752a18e-a3a0-4699-99e8-18c7fee59072,1882,12,15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 152e2bfd-e9ea-4d70-a999-6f37fb3fb96c | 30bbf8d6-bd6a-4b4f-8d3e-a54bf78f79d5 | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | a5cedd63-caae-415f-b7e4-c7f660fc89c8 | b816335c-8d84-4ecc-aa3e-2dea51795320 | bdc30514-427c-403e-a0ee-61e7d04e407e | cd2306bc-106c-4506-b778-d184713c463a | d9278721-fad6-4eba-a1bb-4a26c0aea206 | df159c28-05fb-4f35-83b8-8c14af793f2a | f1568b25-4a87-414f-8329-1a860a3a8aeb,3,1.0 | 2.0 | 3.0,True,True,expected technical multiplicity; not a biological conflict
486df2f6-0fc3-4c16-a895-ed987f19d081,168,4,0955850b-157b-4396-a3da-83b8bcbed172 | 34585dab-86cd-40a1-9780-83204c304046 | ddae4c77-2b07-4e3e-97f1-84a37cf04321 | ecd9109f-7197-46df-b3a8-1ac2d9990185,1,4.0,True,False,expected technical multiplicity; not a biological conflict
4a555a89-3c4e-4e35-91ed-eed175492e5d,738,8,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 2dbf699a-f6cd-446d-8dc4-0595319cfa99 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 39564abe-76f3-4a33-9f10-f574069834bc | 70a004b7-4a17-4702-8910-4557aa0c4279 | 78c34b8c-196b-4a31-b700-08882bfaf4ab | cdab3145-edc9-4352-932c-1638e791bfc9 | cdf51e52-a49a-474f-a6ba-da5a14137d09,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
4be5b6e5-f225-4892-9ac0-9233bf04dbb9,1590,4,0c3a7808-800f-43b1-a57b-08c3b2bb9e5a | 222b358b-71e7-4b0f-9f9b-47b4c67aaa27 | 585af22b-b80b-4a1d-8cc8-17d65b2639e1 | d8a37460-32f2-4b61-b1d2-1f7f0ba92779,1,2.0,True,False,expected technical multiplicity; not a biological conflict
4cb8f7e8-d13c-46e6-b86a-ee6dcb42db1a,254,4,2e65a160-ba6e-4001-b942-c2aa46cd2c5b | 7a2abe44-abb7-4648-bb14-224625a6da0b | 7c76a618-92ba-41fd-b0a7-306a1c1a6bf2 | a5750809-7c9f-409f-baa1-9bfbb22d2fcc,1,3.0,True,False,expected technical multiplicity; not a biological conflict
4d63229d-5cc2-4b05-a3f4-28040827bd13,26,4,2e65a160-ba6e-4001-b942-c2aa46cd2c5b | 7a2abe44-abb7-4648-bb14-224625a6da0b | 7c76a618-92ba-41fd-b0a7-306a1c1a6bf2 | a5750809-7c9f-409f-baa1-9bfbb22d2fcc,1,3.0,True,False,expected technical multiplicity; not a biological conflict
4e63511b-e07c-4fe2-af13-d535b769bbbd,884,6,2236c52d-924b-415a-aae0-00fa08d12d1f | 4e57f7cc-1df2-467f-8bfe-cb19af5d7350 | 894c6ccb-cb7a-4ea1-b032-b1d93b25247d | 9850fb76-4155-4910-881f-b5d33ee0835c | ddb0a996-79fe-4eac-8760-76ee74c7c333 | f2380b81-e46f-430b-8fd2-e3897ddf7be9,2,2.0 | 3.0,True,True,expected technical multiplicity; not a biological conflict
4f96324f-0403-4ba1-b110-02c96a5cba84,820,8,0955850b-157b-4396-a3da-83b8bcbed172 | 2e65a160-ba6e-4001-b942-c2aa46cd2c5b | 34585dab-86cd-40a1-9780-83204c304046 | 7a2abe44-abb7-4648-bb14-224625a6da0b | 7c76a618-92ba-41fd-b0a7-306a1c1a6bf2 | a5750809-7c9f-409f-baa1-9bfbb22d2fcc | ddae4c77-2b07-4e3e-97f1-84a37cf04321 | ecd9109f-7197-46df-b3a8-1ac2d9990185,2,3.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
503f2d5f-e904-46f9-99c6-c89dec37be2d,462,4,0955850b-157b-4396-a3da-83b8bcbed172 | 34585dab-86cd-40a1-9780-83204c304046 | ddae4c77-2b07-4e3e-97f1-84a37cf04321 | ecd9109f-7197-46df-b3a8-1ac2d9990185,1,4.0,True,False,expected technical multiplicity; not a biological conflict
5178b16a-a577-456e-b53c-6ab4be7bed85,331,4,39093cbf-e0a9-480d-ab0b-e9e4cf95a9f8 | 64f6fec6-18a3-4563-b731-189faf6423f2 | 6fd714df-b88d-43a6-8f75-3d300278329d | c2641f62-eb23-4dad-9c22-b52e72b79df2,1,4.0,True,False,expected technical multiplicity; not a biological conflict
52c33723-f3ef-430c-a3f2-dd9ddfe0a0dd,847,4,15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | bdc30514-427c-403e-a0ee-61e7d04e407e,1,2.0,True,False,expected technical multiplicity; not a biological conflict
53003f7f-f631-4dd0-ac73-543dcf566b81,1112,4,0be87f87-d01a-495e-9605-d89d36240908 | 54530f14-aadf-4c2a-8f92-9c22a69cc022 | dac92812-557b-4abd-8fb0-4f823ae8ff59 | e3629615-6d5c-4167-808f-996d53989dbf,1,2.0,True,False,expected technical multiplicity; not a biological conflict
553053e8-aa00-41be-a991-04eacc015380,298,4,0955850b-157b-4396-a3da-83b8bcbed172 | 34585dab-86cd-40a1-9780-83204c304046 | ddae4c77-2b07-4e3e-97f1-84a37cf04321 | ecd9109f-7197-46df-b3a8-1ac2d9990185,1,4.0,True,False,expected technical multiplicity; not a biological conflict
55555033-33d9-49bc-b378-c20c8ed2fb1b,429,4,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 70a004b7-4a17-4702-8910-4557aa0c4279 | cdab3145-edc9-4352-932c-1638e791bfc9,1,4.0,True,False,expected technical multiplicity; not a biological conflict
55e1ebfb-4571-4e95-9c84-8f81d3335fd9,328,4,0103e306-959a-46b0-896d-d8b9dee40157 | 9586e7f4-5c57-452e-bb13-90ceef874118 | d461010c-38fd-414f-91bd-e1b3e7e2f8fb | e7240495-f3e8-42a3-ac5c-4a9a7eebc341,1,1.0,True,False,expected technical multiplicity; not a biological conflict
5699f1b6-492f-4e2a-8e10-54f25a6cae68,16,4,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 70a004b7-4a17-4702-8910-4557aa0c4279 | cdab3145-edc9-4352-932c-1638e791bfc9,1,4.0,True,False,expected technical multiplicity; not a biological conflict
577bce84-8d37-4851-9fb4-53f9467699ba,810,8,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 1556abac-8f1a-404a-8a2f-402ac562143c | 3044f2b9-48b5-45ec-ac14-107f0d7372f0 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 665a3535-8f40-4ae3-9260-cbce7060781f | 70a004b7-4a17-4702-8910-4557aa0c4279 | b795713b-ff23-4494-b6a3-1438b2baee3e | cdab3145-edc9-4352-932c-1638e791bfc9,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
57f0790a-15ce-4b6a-aae1-b45763b8d226,1369,4,0c3a7808-800f-43b1-a57b-08c3b2bb9e5a | 222b358b-71e7-4b0f-9f9b-47b4c67aaa27 | 585af22b-b80b-4a1d-8cc8-17d65b2639e1 | d8a37460-32f2-4b61-b1d2-1f7f0ba92779,1,2.0,True,False,expected technical multiplicity; not a biological conflict
58491584-2df2-4f81-829b-6f930c4d8649,1040,8,10cec51f-a79f-4907-8745-b45df64f6946 | 152e2bfd-e9ea-4d70-a999-6f37fb3fb96c | 30bbf8d6-bd6a-4b4f-8d3e-a54bf78f79d5 | 32436280-1ea6-4678-bb18-4632fe8c4933 | 90e60bb7-e776-4dff-a8ba-6390acefdbee | b816335c-8d84-4ecc-aa3e-2dea51795320 | ca103ed6-7a7e-4450-9546-ac295532bced | df159c28-05fb-4f35-83b8-8c14af793f2a,2,3.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
58d745d1-10b8-4195-9cc0-7d5aadf9a791,968,4,10cec51f-a79f-4907-8745-b45df64f6946 | 32436280-1ea6-4678-bb18-4632fe8c4933 | 90e60bb7-e776-4dff-a8ba-6390acefdbee | ca103ed6-7a7e-4450-9546-ac295532bced,1,4.0,True,False,expected technical multiplicity; not a biological conflict
5a4d2669-4967-4de5-853b-13c224029d30,938,8,0c7c125d-46d6-40ba-8088-31fb2b526a78 | 272dbb99-7929-46e2-8446-a19c21af05da | 39093cbf-e0a9-480d-ab0b-e9e4cf95a9f8 | 64f6fec6-18a3-4563-b731-189faf6423f2 | 6ab35eea-1bae-4ee8-8e5f-5f1505715ac3 | 6fd714df-b88d-43a6-8f75-3d300278329d | c2641f62-eb23-4dad-9c22-b52e72b79df2 | fc140c51-9b4f-427f-8e11-640bc7400007,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
5d0826b4-fa43-4e32-8426-4ee9b3950e0f,480,4,3639058a-5dc3-49ad-82ff-cec405483912 | 56b848af-d12b-4f9c-b605-947e296caa46 | 8950207b-4940-4ef9-ad01-0ad0dace6f27 | b993ef60-52c8-41e2-83a2-bb44f1fb916f,1,1.0,True,False,expected technical multiplicity; not a biological conflict
5d55e840-0d9f-48df-bc26-6f4466c02eb6,757,4,048cb921-e15f-47a6-a9e3-ed512574e5d7 | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | d641571e-6406-4309-ae61-acc6f2e0a50d,1,2.0,True,False,expected technical multiplicity; not a biological conflict
5e0ed28c-a75a-4ecd-a0c7-49e71264690b,458,8,1556abac-8f1a-404a-8a2f-402ac562143c | 3044f2b9-48b5-45ec-ac14-107f0d7372f0 | 39093cbf-e0a9-480d-ab0b-e9e4cf95a9f8 | 64f6fec6-18a3-4563-b731-189faf6423f2 | 665a3535-8f40-4ae3-9260-cbce7060781f | 6fd714df-b88d-43a6-8f75-3d300278329d | b795713b-ff23-4494-b6a3-1438b2baee3e | c2641f62-eb23-4dad-9c22-b52e72b79df2,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
5f31d290-7101-4ef4-9510-f3692aba34de,1054,16,0c7c125d-46d6-40ba-8088-31fb2b526a78 | 15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 272dbb99-7929-46e2-8446-a19c21af05da | 2e65a160-ba6e-4001-b942-c2aa46cd2c5b | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | 6ab35eea-1bae-4ee8-8e5f-5f1505715ac3 | 7a2abe44-abb7-4648-bb14-224625a6da0b | 7c76a618-92ba-41fd-b0a7-306a1c1a6bf2 | a5750809-7c9f-409f-baa1-9bfbb22d2fcc | a5cedd63-caae-415f-b7e4-c7f660fc89c8 | bdc30514-427c-403e-a0ee-61e7d04e407e | cd2306bc-106c-4506-b778-d184713c463a | d9278721-fad6-4eba-a1bb-4a26c0aea206 | f1568b25-4a87-414f-8329-1a860a3a8aeb | fc140c51-9b4f-427f-8e11-640bc7400007,3,1.0 | 2.0 | 3.0,True,True,expected technical multiplicity; not a biological conflict
612207b0-dca1-4ac5-80c1-65a495c1a99d,178,4,0be87f87-d01a-495e-9605-d89d36240908 | 54530f14-aadf-4c2a-8f92-9c22a69cc022 | dac92812-557b-4abd-8fb0-4f823ae8ff59 | e3629615-6d5c-4167-808f-996d53989dbf,1,2.0,True,False,expected technical multiplicity; not a biological conflict
6242534a-ef16-4237-b53e-9dc823087738,188,4,28401515-eca4-442a-85fc-f8c2793b1c26 | 9184b09f-ca66-4623-a733-1f64bc1b424f | d9bf3113-086e-4165-ba13-e78a3d7b4138 | e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e,1,2.0,True,False,expected technical multiplicity; not a biological conflict
6307a65a-3edb-45f0-bc18-27a090661e19,201,4,39093cbf-e0a9-480d-ab0b-e9e4cf95a9f8 | 64f6fec6-18a3-4563-b731-189faf6423f2 | 6fd714df-b88d-43a6-8f75-3d300278329d | c2641f62-eb23-4dad-9c22-b52e72b79df2,1,4.0,True,False,expected technical multiplicity; not a biological conflict
63c521a1-5a88-4a39-8d65-a0999cb2cfa6,311,4,39093cbf-e0a9-480d-ab0b-e9e4cf95a9f8 | 64f6fec6-18a3-4563-b731-189faf6423f2 | 6fd714df-b88d-43a6-8f75-3d300278329d | c2641f62-eb23-4dad-9c22-b52e72b79df2,1,4.0,True,False,expected technical multiplicity; not a biological conflict
64c3201b-c402-4c5a-a7a5-ee67e5dc4351,235,4,1495b93b-a19f-4364-95a3-6d8ac531eac6 | 3332f018-936e-4c4c-9105-99d9503db5a3 | 70a004b7-4a17-4702-8910-4557aa0c4279 | cdab3145-edc9-4352-932c-1638e791bfc9,1,4.0,True,False,expected technical multiplicity; not a biological conflict
64d258d2-f11a-4c9b-8206-614aef9d5a38,575,4,0955850b-157b-4396-a3da-83b8bcbed172 | 34585dab-86cd-40a1-9780-83204c304046 | ddae4c77-2b07-4e3e-97f1-84a37cf04321 | ecd9109f-7197-46df-b3a8-1ac2d9990185,1,4.0,True,False,expected technical multiplicity; not a biological conflict
66e0d3ad-e8b3-4bae-a700-2626841e8d16,488,4,2236c52d-924b-415a-aae0-00fa08d12d1f | 894c6ccb-cb7a-4ea1-b032-b1d93b25247d | 9850fb76-4155-4910-881f-b5d33ee0835c | f2380b81-e46f-430b-8fd2-e3897ddf7be9,1,2.0,True,False,expected technical multiplicity; not a biological conflict
670c5ac9-5e1c-4834-8087-2dd39d87d04b,321,8,0c7c125d-46d6-40ba-8088-31fb2b526a78 | 10cec51f-a79f-4907-8745-b45df64f6946 | 272dbb99-7929-46e2-8446-a19c21af05da | 32436280-1ea6-4678-bb18-4632fe8c4933 | 6ab35eea-1bae-4ee8-8e5f-5f1505715ac3 | 90e60bb7-e776-4dff-a8ba-6390acefdbee | ca103ed6-7a7e-4450-9546-ac295532bced | fc140c51-9b4f-427f-8e11-640bc7400007,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
6779676d-7bac-4431-bbb0-0b7c773b55da,789,8,0c7c125d-46d6-40ba-8088-31fb2b526a78 | 1495b93b-a19f-4364-95a3-6d8ac531eac6 | 272dbb99-7929-46e2-8446-a19c21af05da | 3332f018-936e-4c4c-9105-99d9503db5a3 | 6ab35eea-1bae-4ee8-8e5f-5f1505715ac3 | 70a004b7-4a17-4702-8910-4557aa0c4279 | cdab3145-edc9-4352-932c-1638e791bfc9 | fc140c51-9b4f-427f-8e11-640bc7400007,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
678d2b37-30f0-4771-9702-7e74c70f1d12,391,4,0be87f87-d01a-495e-9605-d89d36240908 | 54530f14-aadf-4c2a-8f92-9c22a69cc022 | dac92812-557b-4abd-8fb0-4f823ae8ff59 | e3629615-6d5c-4167-808f-996d53989dbf,1,2.0,True,False,expected technical multiplicity; not a biological conflict
68a0c04e-d86a-4f1b-a557-ec0331c4f71f,411,4,10cec51f-a79f-4907-8745-b45df64f6946 | 32436280-1ea6-4678-bb18-4632fe8c4933 | 90e60bb7-e776-4dff-a8ba-6390acefdbee | ca103ed6-7a7e-4450-9546-ac295532bced,1,4.0,True,False,expected technical multiplicity; not a biological conflict
69b3abaf-0498-44c8-867f-086ccc8dce13,479,8,048cb921-e15f-47a6-a9e3-ed512574e5d7 | 16552c24-ef48-4e1f-aff5-319a1f739299 | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 91761416-a756-48e5-8768-fd169c7c564c | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | d641571e-6406-4309-ae61-acc6f2e0a50d | d9942805-5a63-4958-b714-7088c0428c65,2,2.0 | 4.0,True,True,expected technical multiplicity; not a biological conflict
69f01d3d-94dc-44e1-a463-74beabeb022f,31,4,2e65a160-ba6e-4001-b942-c2aa46cd2c5b | 7a2abe44-abb7-4648-bb14-224625a6da0b | 7c76a618-92ba-41fd-b0a7-306a1c1a6bf2 | a5750809-7c9f-409f-baa1-9bfbb22d2fcc,1,3.0,True,False,expected technical multiplicity; not a biological conflict
6a84e718-fd28-4df4-be57-5d3a0b9b06a4,89,4,0be87f87-d01a-495e-9605-d89d36240908 | 54530f14-aadf-4c2a-8f92-9c22a69cc022 | dac92812-557b-4abd-8fb0-4f823ae8ff59 | e3629615-6d5c-4167-808f-996d53989dbf,1,2.0,True,False,expected technical multiplicity; not a biological conflict
6c925f38-0ae8-4db8-ba05-b5e2a2563511,99,4,8321fef1-a067-4a62-a461-37e1f1b4f868 | 8627b3d4-c529-45b3-bf1e-0313791be91d | cfb525cf-987b-42c8-afca-8dd18f45b32d | d49aa545-2b96-409c-85e8-2bf8706475fb,1,2.0,True,False,expected technical multiplicity; not a biological conflict
6d32f89c-b5b9-4486-94f8-5368115f0408,586,4,3639058a-5dc3-49ad-82ff-cec405483912 | 56b848af-d12b-4f9c-b605-947e296caa46 | 8950207b-4940-4ef9-ad01-0ad0dace6f27 | b993ef60-52c8-41e2-83a2-bb44f1fb916f,1,1.0,True,False,expected technical multiplicity; not a biological conflict
6d8ca891-26ad-487f-b162-a32a835fd534,263,4,0103e306-959a-46b0-896d-d8b9dee40157 | 9586e7f4-5c57-452e-bb13-90ceef874118 | d461010c-38fd-414f-91bd-e1b3e7e2f8fb | e7240495-f3e8-42a3-ac5c-4a9a7eebc341,1,1.0,True,False,expected technical multiplicity; not a biological conflict
6e8c12a9-b87c-4eb7-9587-70b0174e3f60,241,4,2e65a160-ba6e-4001-b942-c2aa46cd2c5b | 7a2abe44-abb7-4648-bb14-224625a6da0b | 7c76a618-92ba-41fd-b0a7-306a1c1a6bf2 | a5750809-7c9f-409f-baa1-9bfbb22d2fcc,1,3.0,True,False,expected technical multiplicity; not a biological conflict
6f092ad4-41e1-4b4f-b492-64496cf82fcb,888,4,048cb921-e15f-47a6-a9e3-ed512574e5d7 | c64fa002-95f9-4429-b65c-6f55c7f907d4 | c7f79595-aa68-4139-9a87-094c761cc5ab | d641571e-6406-4309-ae61-acc6f2e0a50d,1,2.0,True,False,expected technical multiplicity; not a biological conflict
7075f840-56e5-4fef-89af-7797d3becf4d,153,4,2e65a160-ba6e-4001-b942-c2aa46cd2c5b | 7a2abe44-abb7-4648-bb14-224625a6da0b | 7c76a618-92ba-41fd-b0a7-306a1c1a6bf2 | a5750809-7c9f-409f-baa1-9bfbb22d2fcc,1,3.0,True,False,expected technical multiplicity; not a biological conflict
71ddcc80-c234-4f27-aa06-b49ae5a28784,368,4,16552c24-ef48-4e1f-aff5-319a1f739299 | 43b9b939-e389-4784-b4e0-ee9d12aa7ca1 | 91761416-a756-48e5-8768-fd169c7c564c | d9942805-5a63-4958-b714-7088c0428c65,1,4.0,True,False,expected technical multiplicity; not a biological conflict
72cad246-b111-4616-88b5-8d1373736f54,533,4,1e3165e4-e0c0-4bf7-b803-7d8271b99fd5 | 60373b7d-7c45-428f-9622-aa4f854c4860 | d4d2da4e-6580-479c-b5f6-77b109e72715 | fb1e97d1-dd9c-4314-aae2-9c3745df1411,1,4.0,True,False,expected technical multiplicity; not a biological conflict
74489391-0e1a-40c9-9ac8-2691e7e42cf1,411,4,28401515-eca4-442a-85fc-f8c2793b1c26 | 9184b09f-ca66-4623-a733-1f64bc1b424f | d9bf3113-086e-4165-ba13-e78a3d7b4138 | e16d2c39-bfd1-4fb1-8ed6-ad6b16f3652e,1,2.0,True,False,expected technical multiplicity; not a biological conflict
76337712-cfcd-4760-a462-1269a5ff215c,167,4,10cec51f-a79f-4907-8745-b45df64f6946 | 32436280-1ea6-4678-bb18-4632fe8c4933 | 90e60bb7-e776-4dff-a8ba-6390acefdbee | ca103ed6-7a7e-4450-9546-ac295532bced,1,4.0,True,False,expected technical multiplicity; not a biological conflict
77712740-d29f-4bb0-9b90-2aa3db72f3ba,722,8,15024b21-fb68-4bbe-92cf-0c9ab90f11a6 | 683bd537-4ff4-4741-afe5-be328f499d4b | 68492085-4a2b-4551-9b12-75062c694069 | a5cedd63-caae-415f-b7e4-c7f660fc89c8 | bdc30514-427c-403e-a0ee-61e7d04e407e | cd2306bc-106c-4506-b778-d184713c463a | d9278721-fad6-4eba-a1bb-4a26c0aea206 | f1568b25-4a87-414f-8329-1a860a3a8aeb,2,1.0 | 2.0,True,True,expected technical multiplicity; not a biological conflict
